delivery_h3,number_of_orders,total_sales,failed_deliveries,pct_failed_deliveries
631781457187752447,1,1919.82,1,100.0
631781453347021823,1,3685.37,0,0.0
631781489250733055,1,1093.64,0,0.0
631781457363315199,1,3475.17,1,33.333336
631781452636837375,1,2274.65,0,0.0
631781456970699775,1,1931.91,1,100.0
631781457400594943,1,2123.40,0,0.0
631781453480978943,1,2486.87,1,100.0
631781457592869887,1,666.09,0,0.0
631781451542178303,1,892.98,0,0.0
631781489537849855,1,4863.83,0,0.0
631781456934562303,1,3820.09,0,0.0
631781457443259391,1,2188.27,0,0.0
631781457473421823,1,3356.06,0,0.0
631781457274620927,1,2151.18,0,0.0
631781453352473599,1,1494.60,0,0.0
631781453375128063,1,1354.11,0,0.0
631781451688909823,1,3065.23,0,0.0
631781456952002047,2,3239.74,0,0.0
631781084846428671,1,738.17,0,0.0
631781457289610751,1,1590.78,0,0.0
631781453751928831,1,374.42,0,0.0
631781086165349375,1,2197.46,0,0.0
631781452678814719,1,145.75,0,0.0
631781453420902399,1,2238.35,0,0.0
631781453263850495,1,2520.66,0,0.0
631781454246437887,1,2157.27,0,0.0
631781453445581311,1,3032.36,0,0.0
631781453218632191,1,874.15,0,0.0
631781455272792575,1,1414.93,0,0.0
631781489220622335,1,845.66,0,0.0
631781456955708415,1,1683.15,0,0.0
631781088946131967,1,1407.33,0,0.0
631781456539424767,1,1849.10,0,0.0
631781457337134591,1,2254.44,0,0.0
631781456938749439,1,1022.12,0,0.0
631781455344004607,1,5731.09,0,0.0
631781089085754879,1,2001.07,0,0.0
631781456942941695,1,753.89,0,0.0
631781052602329599,1,1082.05,0,0.0
631781456429081087,1,2314.55,0,0.0
631781451518978047,1,843.59,0,0.0
631781456236367359,1,303.40,0,0.0
631781451825308159,1,1934.59,0,0.0
631781457026833407,1,1903.42,0,0.0
631781457203490303,1,1576.46,0,0.0
631781089394303487,1,2210.16,0,0.0
631781455286627327,1,3399.78,0,0.0
631781489583804927,1,3567.32,0,0.0
631781456031868927,1,1151.66,0,0.0
631781457198946815,1,2278.84,0,0.0
631781451659656703,1,210.22,0,0.0
631781457345545215,1,3172.61,0,0.0
631781457342022143,1,2398.04,0,0.0
631781456619321855,1,2164.73,0,0.0
631781451672802303,1,627.12,0,0.0
631781088918721023,1,678.10,0,0.0
631781089052757503,1,514.38,0,0.0
631781085051480575,1,65.07,0,0.0
631781489259994111,1,206.53,0,0.0
631781457275852799,1,469.03,0,0.0
631781457470561791,1,4634.68,0,0.0
631781453353898495,1,2766.50,0,0.0
631781456905782783,1,2577.93,0,0.0
631781457714502143,1,2288.21,0,0.0
631781452216157695,1,2251.82,0,0.0
631781457474907135,1,920.15,0,0.0
631781052147565567,1,945.62,0,0.0
631781455263289855,1,2667.87,0,0.0
631781085891087871,1,3220.31,0,0.0
631781085662428159,1,1532.93,0,0.0
631781453161088511,1,2973.91,0,0.0
631781457729213439,1,299.31,0,0.0
631781085687498239,1,3437.33,0,0.0
631781089422726655,1,2500.20,0,0.0
631781452259152895,1,2244.67,0,0.0
631781456938689535,1,908.58,0,0.0
631781452653389311,1,3296.87,0,0.0
631781454810221567,1,511.11,0,0.0
631781052661185023,1,1625.79,0,0.0
631781452669382143,1,45.51,0,0.0
631781457345548799,1,1516.85,0,0.0
631781457335276543,1,3648.30,0,0.0
631781457190217727,1,1157.84,0,0.0
631781456926541311,1,1910.66,0,0.0
631781457744779775,1,5362.94,0,0.0
631781452061686271,1,2426.34,0,0.0
631781456617957887,1,1383.60,0,0.0
631781489497370111,1,1691.44,0,0.0
631781453110830591,1,1328.93,0,0.0
631781452191488511,1,1471.37,0,0.0
631781084389262847,1,3015.49,0,0.0
631781452222653951,1,673.11,0,0.0
631781452252580351,1,100.49,0,0.0
631781451512855551,1,443.28,0,0.0
631781456623358975,1,463.35,0,0.0
631781457303917055,1,1436.55,0,0.0
631781453178564095,1,1054.39,0,0.0
631781457158080511,1,779.36,0,0.0
631781452870184447,1,163.93,0,0.0
631781457289889791,1,958.56,0,0.0
631781455454028287,1,2717.13,0,0.0
631781452612275199,1,424.48,0,0.0
631781455269331455,1,1181.29,0,0.0
631781453384969727,1,378.82,0,0.0
631781457156697599,1,2074.91,0,0.0
631781457032532991,1,147.42,0,0.0
631781456024561663,1,603.40,0,0.0
631781456953385471,1,1575.63,0,0.0
631781455615648255,1,2741.22,0,0.0
631781052944778751,1,71.81,0,0.0
631781457725164031,1,389.73,0,0.0
631781457229362687,1,670.01,0,0.0
631781086167128575,1,1091.51,0,0.0
631781082426279935,1,1661.93,0,0.0
631781457356775935,1,2771.80,0,0.0
631781082442195455,1,2448.60,0,0.0
631781088912882175,1,3202.92,0,0.0
631781489266659839,1,12033.68,0,0.0
631781455262025727,1,9733.80,0,0.0
631781452933663231,1,432.28,0,0.0
631781457166373887,1,2651.99,0,0.0
631781456249308671,1,1843.40,1,100.0
631781084955102207,1,1755.03,1,100.0
631781085013994495,1,2552.94,1,50.0
631781456033211391,1,1177.96,0,0.0
631781088949782527,1,35.71,0,0.0
631781457337656319,1,2051.09,1,100.0
631781451651882495,1,7526.52,1,33.333336
631781489233236991,1,1812.83,1,100.0
631781456010958847,1,5174.88,1,50.0
631781452669880319,1,196.74,1,50.0
631781489592882687,1,3661.93,0,0.0
631781052941747199,1,2753.22,0,0.0
631781084276265471,1,1742.80,0,0.0
631781489101263871,1,1621.16,0,0.0
631781452217892351,1,1280.12,0,0.0
631781086198838271,1,9729.21,0,0.0
631781452671888895,1,653.22,1,100.0
631781456975792127,1,2147.34,0,0.0
631781455465556479,1,2806.33,1,100.0
631781457166609919,1,2809.70,0,0.0
631781452646148095,1,611.20,0,0.0
631781489549424127,1,51.97,0,0.0
631781088901008383,1,3333.90,0,0.0
631781084468533759,1,1269.07,0,0.0
631781457099351039,1,954.34,0,0.0
631781453178423807,1,3381.48,1,100.0
631781455548180479,1,2901.73,0,0.0
631781457182761983,1,2854.62,1,33.333336
631781089426858495,1,1258.09,1,100.0
631781453264887295,1,1213.80,0,0.0
631781452041988607,1,2423.81,1,100.0
631781489497352703,1,6075.18,2,100.0
631781052606723583,1,772.45,1,100.0
631781451541783551,1,4123.24,0,0.0
631781457696769535,1,41.36,0,0.0
631781052602018303,1,264.25,1,100.0
631781455935379967,1,1584.64,0,0.0
631781085143938559,1,1413.66,1,100.0
631781452916739583,1,1891.53,0,0.0
631781457285892607,1,4011.57,0,0.0
631781452568214015,1,835.17,1,100.0
631781453150604799,1,8236.95,0,0.0
631781489283380223,1,4506.72,2,100.0
631781451673504255,1,2162.56,0,0.0
631781452216196095,1,919.34,1,100.0
631781084287886335,1,3354.02,0,0.0
631781455345582591,1,1260.69,1,100.0
631781489397284351,1,3006.30,0,0.0
631781456483523583,1,2333.74,0,0.0
631781455272917503,1,106.10,1,100.0
631781089053548031,1,773.64,1,50.0
631781457689630719,1,135.13,0,0.0
631781489504527359,1,1375.37,0,0.0
631781086194506239,1,2506.09,0,0.0
631781086267387391,1,1173.28,0,0.0
631781082587316735,1,606.66,0,0.0
631781451733670399,1,948.08,0,0.0
631781457614562303,1,9002.64,0,0.0
631781089052069375,1,1742.62,1,100.0
631781456903001087,1,8626.72,2,50.0
631781452872279551,1,2316.57,0,0.0
631781453352781311,1,4367.50,0,0.0
631781085659398655,1,2727.38,0,0.0
631781454826083327,1,2931.06,2,66.66667
631781453714712575,1,278.62,0,0.0
631781488226314239,1,4382.04,1,50.0
631781084748267007,1,385.30,0,0.0
631781088927027711,1,1325.38,0,0.0
631781457111245311,1,1504.60,0,0.0
631781455303853567,1,3106.74,0,0.0
631781457318752767,1,2057.07,0,0.0
631781457698227711,1,604.37,0,0.0
631781454406503935,1,2856.57,0,0.0
631781457199007743,1,1786.97,1,100.0
631781453155372031,1,1436.49,0,0.0
631781453326891007,1,4357.40,0,0.0
631781052790414335,1,2216.77,0,0.0
631781457514253311,1,1859.03,0,0.0
631781457178494975,1,2322.63,0,0.0
631781457337802239,1,1201.82,0,0.0
631781452643251199,1,1609.65,0,0.0
631781089050127359,1,1046.58,0,0.0
631781088942413311,1,3438.52,0,0.0
631781451713905151,1,148.46,0,0.0
631781089432165887,1,2315.12,0,0.0
631781052062808063,1,2426.83,0,0.0
631781452932100607,1,3305.18,1,50.0
631781457538932223,1,1441.04,1,50.0
631781457420897791,1,3089.75,0,0.0
631781456192378367,1,2120.85,0,0.0
631781455615345663,1,2572.18,0,0.0
631781457051863039,1,919.06,0,0.0
631781453084757503,1,5855.82,0,0.0
631781088898275327,1,6677.22,2,66.66667
631781457506165759,1,1482.65,1,100.0
631781452252829183,1,11220.63,0,0.0
631781085035516927,1,799.86,1,50.0
631781453443047935,1,2526.71,1,100.0
631781085176403455,1,4322.72,0,0.0
631781453173668863,1,1674.09,0,0.0
631781085175469055,1,4579.32,1,25.0
631781456918469119,1,807.31,0,0.0
631781489266197503,1,3568.12,0,0.0
631781457671329279,1,1680.57,1,100.0
631781451840705023,1,1466.91,1,100.0
631781084837194751,1,4515.99,2,66.66667
631781452638467583,1,2342.58,1,100.0
631781084367072255,1,3315.10,1,50.0
631781457301486079,1,795.64,0,0.0
631781489283894271,1,1258.34,1,100.0
631781457224809471,1,3113.21,0,0.0
631781452250034687,1,1496.33,0,0.0
631781456935687167,1,5913.96,1,50.0
631781457406417919,1,1283.96,0,0.0
631781456195625471,1,2037.51,0,0.0
631781451631991807,1,1082.10,1,100.0
631781452681775615,1,1793.31,2,66.66667
631781084300330495,1,6066.12,1,33.333336
631781457178254335,1,376.66,0,0.0
631781457509400063,1,2740.50,0,0.0
631781452170206207,1,938.76,0,0.0
631781084842449919,1,5313.76,2,100.0
631781456495586303,1,1157.82,0,0.0
631781457489363455,1,2600.58,0,0.0
631781452848486911,1,2021.68,0,0.0
631781456014889983,1,1815.09,0,0.0
631781456882347007,1,2461.95,0,0.0
631781451791001087,1,2984.94,0,0.0
631781455298648063,1,749.22,1,100.0
631781454791643647,1,3555.40,0,0.0
631781457508100095,1,1239.08,1,50.0
631781457296271359,1,8419.65,0,0.0
631781085060538879,1,966.26,1,50.0
631781452903648767,1,1218.97,0,0.0
631781086162702847,1,2378.55,0,0.0
631781451764863487,1,4601.92,1,50.0
631781457671934463,1,2211.11,0,0.0
631781456245074431,1,3407.20,1,50.0
631781457505567743,1,2334.36,2,66.66667
631781489280319999,1,1290.32,0,0.0
631781451814276607,1,1681.92,1,100.0
631781453352784383,1,2413.77,0,0.0
631781089429993983,1,637.08,0,0.0
631781457673921535,1,238.90,0,0.0
631781452677954047,1,544.14,0,0.0
631781456914573823,1,1134.02,0,0.0
631781084283984383,1,1962.27,0,0.0
631781452414110719,1,774.08,0,0.0
631781456558241791,1,138.83,0,0.0
631781457101018623,1,1296.37,0,0.0
631781457473385983,1,5481.33,0,0.0
631781453242777087,1,552.81,0,0.0
631781489267252223,1,1859.81,0,0.0
631781489279677439,1,871.26,0,0.0
631781457132209151,1,287.29,0,0.0
631781052121558527,1,3580.01,0,0.0
631781453344759295,1,2067.27,0,0.0
631781457201903615,1,1824.27,0,0.0
631781489260411903,1,4435.86,0,0.0
631781455548148735,1,311.56,0,0.0
631781457342120447,1,1493.75,0,0.0
631781456463862271,1,3907.83,0,0.0
631781085654103039,1,609.05,0,0.0
631781489092815871,1,184.42,0,0.0
631781052079605247,1,3452.43,0,0.0
631781457200780799,1,741.39,0,0.0
631781451840702463,1,3415.02,0,0.0
631781457293686271,1,1112.16,0,0.0
631781454728548863,1,392.49,0,0.0
631781451634322431,1,1744.94,0,0.0
631781457375188991,1,1855.14,0,0.0
631781452873831423,1,1220.52,0,0.0
631781457220294143,1,3150.91,0,0.0
631781456918627839,1,3298.35,0,0.0
631781457422625279,1,1170.20,0,0.0
631781451825959935,1,2459.73,0,0.0
631781457186567167,1,779.90,0,0.0
631781489536189439,1,1336.52,0,0.0
631781489564243967,1,1913.50,0,0.0
631781489317137407,1,2754.65,0,0.0
631781452042005503,1,3553.73,0,0.0
631781088927453695,1,757.71,0,0.0
631781451815399935,1,4998.99,0,0.0
631781452637973503,1,1931.83,0,0.0
631781489217181695,1,4005.84,0,0.0
631781457135763967,1,2459.29,0,0.0
631781088914356735,1,5940.04,0,0.0
631781088873808383,1,1294.08,0,0.0
631781489105023999,1,1034.04,0,0.0
631781084437071359,1,3105.34,0,0.0
631781457191029247,1,3781.42,0,0.0
631781457503528447,1,3933.03,0,0.0
631781452893727231,1,254.22,0,0.0
631781452891923455,1,215.57,0,0.0
631781489210480127,1,1530.98,0,0.0
631781457607090687,1,944.73,0,0.0
631781455278542335,1,2639.74,0,0.0
631781453477461503,1,3020.16,0,0.0
631781452682650111,1,2010.75,0,0.0
631781452934697471,1,180.04,0,0.0
631781457498032639,1,1320.44,0,0.0
631781052148049919,1,1841.17,0,0.0
631781489537323519,1,1552.16,0,0.0
631781451533313535,1,2008.08,0,0.0
631781453457583615,1,4062.31,0,0.0
631781456969684991,1,669.82,0,0.0
631781457597308415,1,2244.13,0,0.0
631781456554244607,1,3395.89,0,0.0
631781457379640319,1,502.17,0,0.0
631781457041779199,1,1072.36,0,0.0
631781455348533247,1,420.68,0,0.0
631781085159787519,1,650.29,0,0.0
631781457408769535,1,515.82,0,0.0
631781453160441343,1,2197.83,0,0.0
631781084426509823,1,1831.73,0,0.0
631781082447231999,1,2087.76,0,0.0
631781455262126591,1,1633.54,0,0.0
631781451849965055,1,1059.89,0,0.0
631781489536872959,1,406.88,0,0.0
631781457435739647,1,220.29,0,0.0
631781489323162111,1,1255.03,0,0.0
631781457244886015,1,1234.36,0,0.0
631781454727614975,1,4263.85,0,0.0
631781455467855359,1,328.81,0,0.0
631781457642186239,1,833.88,0,0.0
631781457038108671,1,193.41,0,0.0
631781456000215551,1,2480.75,0,0.0
631781451816190463,1,4268.37,0,0.0
631781489294551039,1,1554.27,0,0.0
631781452661733887,1,7454.58,1,50.0
631781085125678591,1,1863.56,0,0.0
631781453178415103,1,2201.85,0,0.0
631781457752283647,1,189.13,0,0.0
631781456941420031,1,3874.55,0,0.0
631781455465980415,1,1979.28,0,0.0
631781452676540927,1,727.54,0,0.0
631781453377589759,1,2749.74,0,0.0
631781489101200895,1,2803.60,0,0.0
631781457404937215,1,1506.36,1,100.0
631781453206787583,1,2168.81,0,0.0
631781453350638591,1,33.81,1,100.0
631781084376250367,1,84.69,0,0.0
631781084436452351,1,1198.50,1,100.0
631781453466838527,1,3064.48,1,100.0
631781453190419455,1,904.11,0,0.0
631781457473967103,1,2952.21,0,0.0
631781456004136447,1,1314.31,1,100.0
631781489246034431,1,3549.08,0,0.0
631781089052009983,1,838.67,0,0.0
631781052175235071,1,10099.50,1,33.333336
631781457218147839,1,4818.04,0,0.0
631781457510343679,1,3196.97,1,100.0
631781453471230975,1,2281.74,1,50.0
631781084957172223,1,2283.18,1,100.0
631781082435688959,1,1864.02,1,50.0
631781489214573055,1,6133.70,1,50.0
631781453342067711,1,4302.94,0,0.0
631781052150789119,1,1894.78,0,0.0
631781456905627647,1,4488.88,0,0.0
631781455305298431,1,2309.23,0,0.0
631781489554851327,1,1774.59,0,0.0
631781452870391807,1,2995.90,2,100.0
631781086195955199,1,2845.22,0,0.0
631781085159670271,1,1080.00,1,100.0
631781085184173055,1,2324.64,2,66.66667
631781456900281855,1,183.43,0,0.0
631781084822979071,1,113.56,0,0.0
631781082185184255,1,6082.88,1,50.0
631781489304263679,1,1831.03,0,0.0
631781455802711039,1,8934.92,0,0.0
631781451950898175,1,658.28,0,0.0
631781088927176191,1,1079.72,0,0.0
631781489503587327,1,95.55,0,0.0
631781457696343551,1,2876.08,0,0.0
631781453448238079,1,5471.72,1,50.0
631781085125651455,1,1918.31,0,0.0
631781457726458367,1,2802.33,1,100.0
631781086261714431,1,1410.40,1,50.0
631781489271771647,1,4338.90,0,0.0
631781452218738687,1,541.52,1,50.0
631781489082487807,1,940.01,0,0.0
631781456243275775,1,1000.31,0,0.0
631781457194044415,1,6254.02,1,50.0
631781456904531455,1,2443.11,0,0.0
631781086154821119,1,518.11,1,100.0
631781084279495679,1,2795.35,0,0.0
631781456923987455,1,882.60,1,100.0
631781084906242559,1,2133.72,0,0.0
631781489536293375,1,2861.09,0,0.0
631781086155366911,1,3237.04,0,0.0
631781082553040383,1,4191.33,1,100.0
631781455349988863,1,736.99,0,0.0
631781489481770495,1,6691.28,0,0.0
631781455882055167,1,3263.77,0,0.0
631781085441498623,1,2736.38,1,100.0
631781456522172415,1,115.59,0,0.0
631781456954536447,1,905.38,1,100.0
631781489321855999,1,651.45,1,100.0
631781457422511103,1,1599.43,0,0.0
631781085182782463,1,929.18,1,50.0
631781452912401407,1,1911.90,0,0.0
631781489533520383,1,3835.86,1,50.0
631781085353121791,1,899.92,0,0.0
631781489485580799,1,3308.68,0,0.0
631781457467737087,1,1201.62,0,0.0
631781457310532095,1,10471.56,0,0.0
631781453441590783,1,1531.36,0,0.0
631781489478853119,1,3459.63,0,0.0
631781489233179647,1,2228.44,0,0.0
631781451953768959,1,1448.88,0,0.0
631781457477907455,1,2044.57,0,0.0
631781456031946751,1,2162.33,0,0.0
631781457334278143,1,3240.38,0,0.0
631781452218144255,1,2990.49,0,0.0
631781452921975295,1,687.79,0,0.0
631781082453083135,1,608.20,0,0.0
631781088927182335,1,907.05,0,0.0
631781452663506943,1,360.63,0,0.0
631781082992856063,1,710.68,0,0.0
631781453342879231,1,2373.66,0,0.0
631781453251099647,1,839.15,0,0.0
631781455789911551,1,112.39,0,0.0
631781088883125759,1,3060.65,0,0.0
631781489261980671,1,1325.26,0,0.0
631781457235299327,1,265.04,0,0.0
631781457306110463,1,680.63,0,0.0
631781086201571839,1,1536.01,0,0.0
631781085723761151,1,1384.99,0,0.0
631781088892159999,1,3824.43,0,0.0
631781451726011391,1,1878.43,0,0.0
631781457286880255,1,429.40,0,0.0
631781457476408831,1,3502.33,0,0.0
631781457155228159,1,141.84,0,0.0
631781456195140095,1,2264.21,0,0.0
631781089085609471,1,681.13,0,0.0
631781456906433535,1,3054.22,0,0.0
631781457680452607,1,1235.62,0,0.0
631781052606842367,1,480.36,0,0.0
631781086154283519,1,2865.47,0,0.0
631781457346319871,1,3505.51,0,0.0
631781456907623935,1,337.16,0,0.0
631781088842834431,1,2904.10,0,0.0
631781089420026367,1,59.54,0,0.0
631781489498022399,1,2432.66,0,0.0
631781455616197631,1,293.19,0,0.0
631781453450649087,1,806.45,0,0.0
631781457319815679,1,2172.08,0,0.0
631781084840136191,1,1566.88,0,0.0
631781452913161727,1,159.71,0,0.0
631781084277786623,1,756.70,0,0.0
631781088889105407,1,1009.42,0,0.0
631781457191954431,1,322.50,0,0.0
631781457195264511,1,1719.09,0,0.0
631781457419101695,1,4204.14,0,0.0
631781086217952767,1,1472.06,0,0.0
631781452178177023,1,2724.85,0,0.0
631781084522458623,1,177.70,1,50.0
631781455316019711,1,4235.22,0,0.0
631781457221922303,1,1519.59,0,0.0
631781088868797951,1,2717.18,1,100.0
631781455349702143,1,7880.80,1,50.0
631781086161231359,1,5477.44,2,100.0
631781457224379903,1,837.34,0,0.0
631781451673768447,1,2794.28,1,50.0
631781457134290943,1,315.52,0,0.0
631781489210115071,1,815.39,0,0.0
631781457201675775,1,3530.34,0,0.0
631781453172462591,1,3345.45,0,0.0
631781489554560511,1,1400.49,0,0.0
631781455790915071,1,656.80,0,0.0
631781452679429119,1,3126.86,0,0.0
631781457745271295,1,3025.61,1,100.0
631781088845806591,1,821.84,0,0.0
631781452862278655,1,2934.00,1,100.0
631781455499058175,1,260.49,0,0.0
631781082238470143,1,114.45,2,66.66667
631781082467190783,1,3970.74,1,33.333336
631781455608034815,1,4432.04,1,50.0
631781457495473663,1,1342.58,0,0.0
631781455308601343,1,1053.36,0,0.0
631781489478637567,1,5728.20,3,75.0
631781489240223231,1,4519.14,1,50.0
631781456430598655,1,1620.77,1,100.0
631781457366793727,1,5687.28,0,0.0
631781455299479551,1,1337.27,0,0.0
631781489592067071,1,4669.38,1,50.0
631781489243412479,1,1780.60,0,0.0
631781084317788671,2,9664.94,0,0.0
631781451949957631,1,1542.85,0,0.0
631781451692166655,1,565.92,0,0.0
631781489803594239,1,1557.03,1,100.0
631781489220598271,1,306.97,0,0.0
631781457222996991,1,1326.08,1,100.0
631781457287747583,1,4974.78,2,100.0
631781052166030335,1,459.89,0,0.0
631781452878033919,2,2101.34,0,0.0
631781453214994943,1,135.04,0,0.0
631781457109822975,1,1385.22,1,100.0
631781457707095039,1,7844.22,0,0.0
631781453441623039,1,1951.30,0,0.0
631781456897066495,1,2054.59,0,0.0
631781088840685567,1,5509.83,1,33.333336
631781452186706943,1,4155.08,1,100.0
631781452842232319,1,3834.26,0,0.0
631781489500326911,1,2793.06,0,0.0
631781451739695615,1,4740.00,1,50.0
631781452170258431,1,2958.37,0,0.0
631781452666158079,1,838.65,1,33.333336
631781452222171135,1,434.72,0,0.0
631781455886740479,1,2652.26,0,0.0
631781455279833599,1,1433.98,0,0.0
631781082453657087,1,1398.06,1,100.0
631781453392537599,1,1889.61,0,0.0
631781452866950143,1,487.44,0,0.0
631781457003236863,1,4002.36,1,33.333336
631781457030886399,1,1842.74,0,0.0
631781456001479167,1,1834.25,1,100.0
631781457721418239,1,534.22,1,100.0
631781457226457599,1,1407.86,0,0.0
631781455289437695,1,2259.58,1,100.0
631781453205803519,1,7854.86,0,0.0
631781457605519359,1,5538.24,1,33.333336
631781455798374911,1,3922.37,0,0.0
631781489485167615,1,3120.81,0,0.0
631781452660889599,1,1831.96,1,50.0
631781088950039039,1,3589.08,0,0.0
