order_id,latitude,longitude,delivery_successful
ae809524-90de-4460-83ad-2dfca39fd8be,30.34676247,-98.01906107,
f71cbdf3-91d7-453d-a43b-2fdef23d4d60,30.40196695,-97.61652505,
77db80de-da77-4526-89a7-a472e6795b8d,30.21680453,-97.78075573,
fd34b4da-0f12-4755-a35f-2173b9b85065,30.47377056,-97.55980109,
f1b109c4-3c05-4336-b5a0-542f3d630fb7,30.15956494,-97.82721975,true
bf8679e3-bea1-49a5-8e67-068547f321e3,30.39831934,-97.70664908,
d87331ed-5fd0-4d7f-af7c-758ad2aa313f,30.34308430,-97.71948439,false
c1557de7-1eb0-47c5-8a68-f614f205676a,30.17689920,-97.62042571,false
e0bedd3e-324f-42b4-8cd2-4ff40cc724da,30.46069269,-98.07040914,true
27629d10-9859-424d-8158-1613cdd5661b,30.21340181,-97.83949201,
b00ccc0b-d5f4-4577-a6e8-77421a689845,30.25962244,-97.66934358,true
4e3ab660-d1a6-47ef-84cf-24e45398786f,30.35972692,-97.73292942,false
7d7aa1c8-b9a6-4b25-b323-797aea3045f4,30.23929439,-97.57353365,true
99275dba-6558-43c9-933f-62794950a8e6,30.26588477,-97.70300586,
8ca29b5e-ab9b-4ff4-a6e9-8b66f44bdb97,30.39443917,-97.75390445,true
6096a089-8eaa-48c6-9401-6968038efd9d,30.11475650,-97.69531677,
df6b0c2b-6f4c-421d-8661-014ed1256cca,30.24192423,-97.82129712,false
b154b485-b737-48a7-bd0e-0a72a3856b98,30.30160750,-97.64224545,
94d01dcd-5698-436a-a458-6b0301c81258,30.49660138,-97.57540729,true
42ed6dc0-4ffd-489b-a7e3-5435f6703a7e,30.45691899,-97.96602446,true
a079735d-b7d4-41d4-bce6-f6d92990f721,30.41072807,-98.00305020,
4d75e85a-4281-448c-9257-db3fbb401085,30.18448187,-97.78303001,false
321a1588-70a6-42d4-8436-b47050aad177,30.46484442,-97.63732790,
6c434aa1-7466-4939-b0ec-9bf1c2dde627,30.30994366,-97.94247104,true
d55f2187-ada9-4196-b0b0-d9010f80808b,30.50117576,-97.90628112,
91d2df75-ae87-47ea-b014-c2cdf7b3e350,30.27369820,-97.66987591,true
09da5015-5dc7-443d-ab73-df1432a9c299,30.47205540,-97.95107864,false
f402184a-8816-4a39-b765-1a848903a4fd,30.31619124,-97.83893802,
374a5c29-5aec-4960-8550-4c88d568276d,30.18836172,-97.86849681,
fccfc83b-b38c-44b5-8ffe-67be2d03af75,30.46387863,-97.63782299,
d3d088de-06b4-4e52-b88a-20e04fcc5358,30.47899540,-97.96930020,
ae7ec0f7-1822-43d3-8c58-29963b81b274,30.26933709,-97.68608382,true
a462ee7b-38c1-4a30-85c1-591b0d367933,30.31885362,-97.81862091,true
5da147d9-eb7f-4285-b7e0-cc23b937ab2a,30.45904946,-97.63503272,false
99ca57e0-5c69-465f-aa3f-7c1dd08be429,30.37456335,-97.92789484,
ba271055-9a33-4eb1-a787-cc065218910e,30.42349550,-98.01734820,
928d6474-5a1f-419a-b1c7-006b25f0975d,30.36205602,-97.78165546,
948b4969-ed5e-4d5e-ae70-c170a87fb844,30.32036350,-97.86592052,false
8a5858d4-32a3-4c93-9eaa-91e6f232e09b,30.47145761,-97.65837120,
3f1466a9-f260-4b53-9e93-c9e5f2041c68,30.25352346,-97.57981407,false
514c46d2-8373-4ace-9d5f-8da80dd8de79,30.13435672,-97.76734095,
e6358bcf-615e-4eba-8943-35b803df3111,30.17285672,-97.61481759,true
edd8be90-abf8-4017-900c-79bd6ce278b1,30.42945278,-97.56236522,
65e88871-228f-4a8e-9a11-05beefb789cb,30.16772614,-97.83234465,false
6ac54c01-e572-4fa0-b41a-bc65955a4148,30.17320464,-97.91223276,false
27b570c2-673e-48e2-9a63-06e6e4be9e47,30.42392086,-97.72956550,true
1f8f608e-e037-4d75-8ee7-2b19e865661b,30.42309273,-97.77605200,
cc8bb08a-da5f-4c25-864a-2bdb7f4fa8c9,30.36220624,-97.77029240,
c728d92d-5da8-429d-a505-ce41dedd3344,30.45581202,-97.62128728,
b4a407c9-59db-4238-a9df-2591c2744db6,30.19225208,-97.73937538,false
8e60d840-0a48-4592-9179-25261239f30c,30.34040306,-97.97536837,
70fec5c0-34ae-4993-b7f2-f8306b04dc66,30.31058149,-97.71257218,
ab9deca0-2ea1-4fd1-9c38-e18fd186a78d,30.22581687,-97.87106464,
7ad79957-3bd6-4b45-825f-c60d950e75bd,30.40418070,-97.77160619,
641e6ceb-8981-4d8c-ac6d-438ea32516e4,30.33112482,-97.95762507,true
672898dd-e78b-41ca-b8de-e931af149676,30.31653159,-97.91560926,
d3103397-7381-4997-bfd6-f406b0a1b302,30.26102096,-97.67113636,false
5f4404f0-1960-4af8-937d-62450106a62c,30.23259555,-97.85406085,
2eff899e-2611-4bb4-a5e4-5ed637c664c6,30.17995775,-97.63833405,true
d90deb5e-accd-4472-afc4-d5d7f7b3efee,30.43332500,-98.02074926,true
da4129cf-835b-43c1-a0cb-0217da41a473,30.48702807,-97.85977016,false
a223965a-4656-463e-a9ea-c3b292259087,30.15782316,-97.72394791,false
b0c0f004-3640-4632-bab3-f3047cbd8a6a,30.47536146,-97.64388688,true
da861449-7683-4d96-b099-451afde50dc5,30.44645542,-97.56450155,
4aae300f-cd05-4ca0-9c3b-2555ee20a4db,30.44980059,-97.69126869,false
1fa1bea4-cdba-4fb9-8847-c43769f9a10e,30.20693871,-97.79581583,false
ebca5550-e4e9-48e0-9540-a7a6bdfbcf7f,30.47763417,-97.62682275,
2c09e419-01ad-4c08-b02d-c0f21459d584,30.52183527,-97.88555259,
bb726858-47cf-44a4-89ad-ed40f5aea298,30.24663927,-97.75230971,
ec409cc4-2526-4ec7-aaee-0bdf804cef0a,30.27910672,-97.75530210,true
ed0fede4-2ab1-472d-bbb6-51e71e6c47af,30.30346668,-98.08221081,false
fbe2c202-9210-4002-a26d-508a4ba02640,30.21508716,-97.88824042,
57448beb-148d-411d-bf1a-a029d1a4ac4c,30.18331604,-97.76449242,
c8e327c0-ec87-4fa6-b4bd-876a7ed8eebe,30.32798970,-97.75522370,true
79ccb6ac-4a59-42df-a481-cccec932275b,30.43074048,-97.42237212,
2999b27b-4796-402b-a074-369af1e27859,30.19963724,-97.91951855,true
93c0177c-8501-4c38-bcc3-7a8e0eaf2783,30.22375540,-97.80673498,true
1204384c-712f-46a7-8314-a63e922b79e2,30.19699239,-97.82001558,false
834c6b39-b616-40c6-9688-a62ab7a4ea86,30.43254536,-98.09351833,
11ca9c3c-1dd4-4022-8e36-531b8bf5101e,30.29982792,-97.69969801,
f73cf85f-0d7d-413b-8236-cc22fb7530c7,30.17340033,-97.75071446,
a9d47543-8242-4a30-a473-f22382bd575e,30.37445158,-97.69941519,
4fb11d1e-dacf-4606-bf7b-578deb3168a3,30.33435831,-97.70240929,
87ebb296-2f3e-45e5-b585-af194e194abc,30.29845967,-97.67592606,
b97eaafd-9f02-49c5-88f3-a9d23b5b7c95,30.36905919,-97.67910012,
3dd4dbc1-c4fa-45d2-8c1e-d0fb1171552b,30.30141562,-98.01769184,true
4e0cf927-e6d9-416e-9c6a-ed1f83f7405e,30.44185496,-97.55847345,
cfd4bdbb-bec3-4a79-8dde-7300bd21722f,30.34690226,-97.62010598,true
1569e664-6a57-4102-840b-9bf849d59339,30.30191017,-97.68983232,
3100c400-44bc-4bed-b5cb-bec96d4624fe,30.20824284,-97.83528707,
8ebc6907-d2ed-4105-85dd-c6fc9570638f,30.46251211,-97.55230360,true
50f697e2-4b5c-4a38-a6df-324b24dee0b0,30.24505804,-97.73138289,
55265f3d-c381-4b89-9719-9f9794a6e13d,30.42885405,-97.68875315,true
159ec83e-399d-47f2-aa1a-6b135c0244a4,30.21899783,-97.68268313,true
b103104d-be11-4b11-9132-acac253ab01e,30.46678081,-97.57989263,
ad880ff3-71a3-4358-a4b1-567f28e16aa4,30.18950364,-97.82283254,
af175974-d908-450d-a734-4acd6f82af71,30.33896664,-97.80134027,false
237b88de-b140-490e-8d60-74dd64bdbcd8,30.17028980,-97.75816041,false
7977bda7-b19b-4b90-ac0e-87bb1fd9fc57,30.17315709,-97.85081235,false
e5e01b52-61b6-4ae1-83cb-f40950fb57fb,30.13868140,-97.76283882,
a85f7bb6-5e33-4b38-bfe7-976e5ad1c251,30.26252741,-97.71562835,false
37494e93-b37f-49c5-813b-261fdb00326a,30.29936104,-97.87374605,true
51b87536-0ac4-4449-b112-c720f8388dde,30.26081532,-97.63103088,false
01b7d0e7-04df-4bb5-b2f4-22889ccf9573,30.42738132,-97.80078222,
721f1ea3-23ad-4113-8b30-4740dbf26070,30.22409024,-97.90016187,false
6ac2e5bd-0c3b-4758-89c5-0fc521712557,30.31880739,-97.71726338,true
917af86a-f608-4a46-9e54-8ebb5ecc1d71,30.34755811,-97.76892559,false
e3be9ad2-dfae-420b-81d9-967efb577904,30.25476170,-97.73194668,
b2a59af5-3b34-494f-ada0-a43f7ad5540f,30.47021182,-97.99056827,
9d267364-bc8c-46d9-8882-999c595c92da,30.40683182,-97.62525822,true
6d56a6f4-6f24-4bd9-897a-8a4191a5e31f,30.28319133,-97.75537492,true
a5b189d1-16c5-4e8a-b78e-004dd8b2a9ff,30.13316249,-97.77353084,
4210486c-a0b5-4c96-978f-c7ef432510fa,30.48080647,-97.56196041,
6eba81b7-4e61-4564-8d1b-e6a6ddae0d22,30.36408413,-97.51806713,
405929d5-d833-4c88-a983-af14c3cd5799,30.37846013,-97.88186394,
085add3f-f100-4698-a38a-da5cc0cf6712,30.39607820,-97.75458249,true
15582a3b-e0cf-4884-890e-fcc96aca31da,30.13926265,-97.79752445,false
4ae1939a-a4e9-4e1d-9c1e-03b601e940b5,30.46707469,-97.57335944,
8c42a531-c63e-4e6b-98e2-78a8203432cf,30.45447424,-97.61297674,false
0591b9ec-0466-4a2f-b321-2384f04cec7e,30.23461493,-97.77053253,true
2555d105-10a8-42ed-af85-8d9174eec52e,30.28794435,-97.64766233,
d8213eff-0fe9-4666-b677-282900ca625b,30.46126107,-97.98403260,true
7e20e971-1fc0-4a41-af5a-73875f766be8,30.15484344,-97.83992772,true
74d87205-a8ed-45c6-a38b-ec1d0796fe8c,30.39783260,-97.67804715,false
db097da6-68e5-463e-8f78-0c33af34cffc,30.34184733,-97.97612760,
6a86690c-38e3-48ac-ae8e-39dd2693df13,30.26317292,-97.58369402,
b403ada3-385d-42e0-824e-837af6224268,30.47780978,-97.57974721,false
69a1db8d-b86b-44a4-a147-f91e3e20b0b7,30.13561443,-97.77042680,true
b88b78d6-8398-4979-aec1-e1e55764be56,30.60897498,-97.93595515,
1270883a-22a8-4bf1-a1d8-92d3726170ec,30.31564322,-97.67018485,true
abb0d736-5aa1-474b-88af-ccfd686205c3,30.22708386,-97.85504795,true
f80771be-fc91-438c-a87c-94ce50e1e990,30.15870269,-97.85412385,
5bdffa9f-aa17-4d5c-b63b-88d48353fb17,30.36649146,-97.73530586,
340357e7-cb90-4dd3-86f5-58c340da6d8d,30.33837062,-97.81436727,false
7c7b596d-34fe-4aa9-9dfa-7941068b787d,30.35662953,-97.42062546,false
30f49491-684c-492f-949c-dd66329e86f1,30.11004201,-97.63010363,false
89944a92-bd42-451f-a9a9-f964aa9cef0a,30.31948435,-97.71741622,
0f990242-3cc6-4695-8f53-50f50fb5f5ca,30.25757548,-97.78063227,
3f26cd75-60d7-42a0-9319-9383ac3fbcc9,30.44783263,-97.56780850,
43b0e2e2-fe22-47a1-89ac-3a9dbff4c38f,30.46735551,-97.66304946,
631992a0-1c8b-4e3c-b63e-aa3ce903e03d,30.30884621,-97.68321226,false
49a2442f-e44c-4e4d-9ba4-50306b9682e6,30.14955183,-97.73064222,
4e37e177-7396-48f3-a9dd-54548d5bbbff,30.36894926,-97.51546898,
5189d499-2e04-4eb8-8d8e-4d9433ce2b71,30.17686198,-97.80821984,
a77a7490-0aec-4729-a15f-8c8c40088af2,30.38612383,-97.68454045,true
8aed559f-6047-488e-8c9f-21efe9aaf43c,30.39581620,-97.79978995,true
74b997e1-0800-4ad3-a046-47cbf4c56600,30.18743815,-97.82184939,true
526f0fb5-8a41-4feb-8b34-f190507fc73a,30.28011757,-97.79061631,false
d18b49ff-9f0d-4230-8129-6fa586d6c588,30.21875078,-97.77850015,false
3e49a495-eeb1-4513-915c-5a08e4952320,30.26242610,-97.73515961,false
9cd3de62-3d55-458d-9a72-3a50f2149017,30.30437599,-97.75334650,
605985f9-de7a-4229-bba0-1928272be72b,30.16174280,-97.74443533,false
a145b7ae-18b5-49ab-8f6f-b34bc9f564c3,30.48033321,-97.97113029,false
ba4217ff-80e0-45cc-92b5-876e78ccb4e7,30.30024884,-97.81116421,true
bd7e5b5e-7ff0-4e42-8b0d-aabda41d77c6,30.41851654,-98.00758301,
73be6467-3eeb-4a86-8fcd-fcb061d4b757,30.40842849,-97.63087904,false
693dd5d5-eb66-4744-a18c-f1617e6f660c,30.24140372,-97.75072565,true
dd87bde7-dbb9-40b2-bfc9-dcc3a3a4011b,30.27484200,-97.72842693,false
0db9ab91-e534-44ad-9a67-017246de7627,30.34036100,-97.55499725,
47555cff-98d6-434d-a016-bf48a4beb26f,30.15661785,-97.81635302,true
11bd9db0-3e96-4e6d-a0fc-a2be09156cf4,30.21662535,-97.49334475,true
71f3e137-1468-4f1b-8ef9-b20a0d46254d,30.15545460,-97.82308080,
97d51d4d-ccdf-404e-ae58-99649a096552,30.37669733,-97.89787999,
ca8cab13-4459-453e-97c9-a1c6d9e9f227,30.43101425,-97.76698435,true
413b1413-64d4-4a14-8a75-88782c8d3bc8,30.42350006,-97.55717287,
3937297a-52d3-4b64-ba9c-e35996556a23,30.41591712,-97.93399027,
d716373c-a649-4643-a35b-8fcfa38d9f08,30.21474832,-97.88576394,
b548cdd7-cb31-4165-bff1-8e7d95746c55,30.36313756,-97.73321014,
6b458182-ddfd-4a9d-ac60-29aaa1f0eb83,30.40563257,-97.61931430,
8b2e2c4f-4655-4305-9365-0bbde57cc146,30.35785528,-97.95196263,
6fc14c3c-385c-4d0b-8431-ed0b0363b9e0,30.23024128,-97.86373932,true
a3d1b75b-6a0a-4eda-b6db-767e8ea9240b,30.14307864,-97.85028064,false
d1688a31-d813-47df-9538-87ced742754d,30.10467136,-97.62941659,true
e37e986e-6963-484b-ab4e-711d505f9747,30.38768738,-97.92570864,false
5d881a30-1250-4cf7-bb59-ddbe52fccb31,30.40839747,-97.63214920,
d4974d65-51fa-4750-bb3f-2147f031d243,30.16728079,-97.83642031,
7672de53-c2f9-4996-9a9a-126cfb6f0113,30.22999757,-97.78466146,
e7a91a48-feea-427e-be72-51ba2d4251e8,30.43152798,-97.71715390,
cf11da49-41ca-4662-b02f-46f99fda7cc4,30.14878109,-97.80900532,false
3efbc065-dc02-44ce-a02b-091d8357b820,30.39612885,-97.70058015,
e0e8710e-33f8-4a72-8e3b-b16b5e48a490,30.36383462,-97.51648924,
42ffe2aa-5dca-4065-b9ae-8f0a462f30bf,30.39874769,-97.90957523,
dc4e31ba-2482-48ff-b9d9-315acb52893d,30.25411832,-97.71548364,true
133da68f-7c9d-45c3-b87d-6ce2a8b42e5e,30.17590286,-97.63168973,true
c3cecaa8-fba4-4a4f-bc18-3c7b46b3f042,30.35931196,-97.50720571,false
67d05151-58e3-487d-beb7-1ed866dc1738,30.27856264,-97.72069744,false
788d4313-7afb-4430-8f14-559e8944c11f,30.27523206,-97.82012381,false
b138366a-6cba-4ecb-875c-8f9f6a9ab3b1,30.37721677,-98.08244738,
ce385c90-4c0f-4d90-90eb-9a8057764554,30.35900112,-97.67804327,
e0083d06-56ed-4def-bab8-7a3348374659,30.23293785,-97.89380316,
77e4f4b3-7d08-46a0-b7f5-232668ba29d7,30.35746226,-97.70709455,
81b1a108-b511-4b6a-8df5-dec3b1651ecb,30.26683644,-97.72143680,true
9a706c73-3f98-46bb-a285-5df592e6f652,30.21677738,-97.78367309,true
4c894bf8-0740-4910-910a-903207dee6e9,30.57960069,-97.95782042,false
417f1245-4769-4e47-bc7d-fbe2f68c1af3,30.36271173,-97.48907490,
474410d9-a7cb-4a54-becc-7d29aebcd584,30.39595009,-97.70847891,
cb144bef-42cc-4af6-9cd7-c87e3b56f56e,30.43609872,-97.79154132,
258593d1-f182-4b46-a0b0-803ba8ee3110,30.48835040,-97.97918358,false
637b3a17-6d00-4765-90a2-6f6d386ddd04,30.20676063,-97.85090580,true
992c0a82-aade-4b06-ac5b-56df8aa9930e,30.25884605,-97.58664976,true
058c1d0a-89c9-4e24-a47b-afeee224e306,30.27422585,-97.82140639,
499261a0-318f-451d-9b1a-1bd16c5e54b1,30.23339452,-97.86406753,
8ff5537b-4fdb-4636-b12f-f3c179fbcbc9,30.25513539,-97.76779951,true
cee2dafa-b6d4-4c00-94e2-437ac1a8985a,30.26018378,-97.57347595,false
0b4d61e6-40ec-405f-942a-e8c486e5304b,30.34506400,-97.74744542,false
775ddaee-fb0b-4382-9ba5-4dbfad964a3f,30.53954186,-97.87466724,
8d0c782d-524a-4a23-9452-1fb8379e5ead,30.19613198,-97.92068702,
e2408a1a-5002-46ad-9bf6-f55c227bede0,30.15907433,-97.64033413,
8225bf2a-7d25-4c40-b4ac-102886faf8e1,30.45560605,-98.08007193,false
e1e3e62b-31fb-4ac0-9212-a6c0837814c6,30.31753935,-97.61807200,
8bb7b4f7-777c-412a-ae69-a3db088f3e9b,30.30608720,-97.67058876,
6975bf31-3bdf-444f-8cf2-e999bdb2706b,30.24423138,-97.47674309,true
8f88d5e4-92fd-4efd-8a8f-fc412876ac53,30.32657138,-97.73564524,true
fc7c8e00-6332-42a7-a8db-eff6c630f5fd,30.22952386,-97.58841537,
3341dce0-7169-4be7-9ad0-68822ef05d63,30.23367541,-97.59143663,false
408582b5-8969-4140-9207-29536f70095b,30.19094721,-97.75050164,
8e6d091c-3b2e-48d0-9f83-9a792fd7a463,30.32883752,-97.92471407,false
2bcee60d-5e8e-4793-a3a2-f42c4222727e,30.31214389,-97.71293569,false
0aa8f140-99dc-4b4d-bca1-e79b58931d89,30.36282523,-97.73340568,
b9c3c4b6-3ff9-4c63-9e9c-5785d9511de3,30.47391306,-97.55189527,
8afd4d85-45a5-4b30-8165-06e5e0b768f6,30.43580039,-97.63795585,
6799bbb6-24c9-41d2-917b-177cc24b27f8,30.45827040,-97.63657053,
606e13f8-15f2-482b-a1f1-49468bbf50b3,30.36388981,-97.75617340,
02ccf1c6-0983-4ff1-9a93-74f07ce0494b,30.38220362,-97.99033521,false
221630cc-baea-4a16-aa2a-7d3df5b0f036,30.23489554,-97.95312761,
1e01b7c1-c615-49b9-8928-ae680ad3dd7f,30.31417331,-97.79706702,false
17a8a412-5c86-46b3-bd86-f4b9e8ccd52f,30.43390902,-97.74282158,
6d520e36-02b0-415a-b4e5-5b09eda79968,30.15509972,-97.70994266,
6c4a75a7-7de2-4ca0-a1c8-e4f5595407ae,30.59331697,-97.98087403,
9bea8c9a-c950-4e30-852a-3184fa9407fb,30.14690249,-97.75329757,false
e4acc6df-5b72-4621-9cc8-00bd7a90bdca,30.57345673,-97.95253049,
e8d3ecfd-0fca-46b0-abed-31d214360b33,30.22817396,-97.70338725,
925dacf6-922b-4a9c-a185-763f45b5a98e,30.33835197,-97.70813560,
f32a6fe2-eca5-4fab-9327-2ab0ef1ec8ac,30.36230150,-97.52433423,
68d04f23-7df1-468f-ab5e-03d1a13709f0,30.13859165,-97.76501638,
3830e58c-6362-4c60-9fa1-02c6d398ae89,30.23500468,-97.69183554,
fb90f52d-c338-41f4-baa0-ccd7747e0376,30.36758355,-97.89762762,
d5dcad12-a6b3-4916-846e-33721833e4b0,30.28730778,-97.72253812,
1133768b-b4b9-48c7-b5cc-d1a1b35e9615,30.37888790,-97.70602965,false
53689b7a-e5d8-4135-abf3-6c4dd2334ffb,30.36019989,-97.70459295,true
05c951ab-99a2-454a-975d-7fbcd5496f06,30.42522343,-97.62204242,false
b183ec1e-dda2-47cf-a248-a127089bacd4,30.17416971,-97.74829425,
a62f9bda-8e0f-48c1-949c-275b0811f5ad,30.28578448,-97.74393024,
9881e688-76ce-4f04-a768-b5588d6a143c,30.45483817,-97.59038290,true
b82c2b53-0d49-4b8d-a608-7a64cdd57649,30.49906747,-97.59964138,
6aa0fc33-2431-4610-8402-8bd6dc5cea07,30.22787910,-97.58945377,true
e81dddbc-f4e9-4138-92c1-953e7ea7dc3d,30.54235170,-97.91880985,
4c2348f9-4e38-48b1-b128-eca56ca4c147,30.32813383,-97.68351067,
b3c5695c-ed4a-4e62-9dfc-0b8fdf52f1fa,30.25922264,-97.77854839,
30edb91f-e330-46c4-9a9d-ef73b7fc0ba1,30.35676777,-97.98129055,true
f676f828-6386-43b5-b053-95e0160e0a00,30.36349722,-97.73698028,
fc10c831-cff5-4e0b-867c-1b616b625ec4,30.16082360,-97.85325909,true
125682a8-329a-4544-be1e-1fd4164b02d3,30.37937763,-97.94255437,
bbc3d956-98ea-487e-88ca-6489ad93037b,30.20675049,-97.77763879,
d3cf2696-d9ca-4fa6-a0d0-ae7e42765f93,30.44158510,-97.70457469,false
eef02d81-5678-42a9-ac40-e98a2eaf7e84,30.22903942,-97.87360173,false
b127c4b3-5cec-47a1-a151-336302788ab6,30.27367731,-97.78484305,
51bc063f-71e2-4fa3-9dc3-0f04d5c018d3,30.31736052,-97.96012773,
5215cb99-bc79-4a6c-af7e-bd6a799f5e92,30.20751836,-97.88118715,
d30b6712-17c1-4f4a-94c7-f14bcc6c52e5,30.21836428,-97.63193990,
bf0f9a94-79c6-46df-9ac5-fbfe50ad6076,30.23221243,-97.87026892,
1ddaba86-b129-4f5c-808f-b2ef4f814e4e,30.38361747,-97.92275295,false
fcc80659-aee2-448c-b7ec-975bf50e37f5,30.34799300,-97.76234898,false
865b4f56-666a-40eb-8ccc-3a3fe593958b,30.35227933,-97.67791831,false
5a9156fd-2b11-4216-bcb9-8ace26c6f1f7,30.35647362,-98.02820535,
7f250f8e-5efa-4ad0-ac6b-320e68c394df,30.47978396,-97.56598564,true
6d15c905-c917-49be-baec-2a1eec02412b,30.43962688,-97.66216550,
4148f5fe-899b-4517-bb1a-0c130f96c8ea,30.31371433,-97.90183690,
73bf4ae2-0ba3-4ee4-9c9a-cd12b1ff82cb,30.19729477,-97.81329149,false
effc6d7d-9471-4267-b94c-4b15647fa859,30.42678645,-98.09354561,
a00808b6-aebc-4503-963c-cbf2d9fc049f,30.38063444,-97.93737419,true
4a33f1aa-f9a8-4118-9e22-042e46e639f1,30.37025542,-97.67258615,
99869511-0195-4adf-b6ac-538bfa6eee6c,30.44113463,-97.82890264,true
ce08d663-4d4d-429e-9c80-2560d2b34b34,30.17923280,-97.84161362,
c6e4f830-9921-47a1-8261-075e169a958f,30.47287237,-97.56264410,
d7d097d3-8fd7-47ce-a971-8d8ef39e1da0,30.18351170,-97.77425900,true
7e1c0cce-0192-4681-a622-03329fb995ba,30.28682087,-97.70102077,
51152bc3-7561-433b-bbdc-cab53a6949a2,30.15601741,-97.85652922,false
7afb74d0-c0cc-4725-8d47-8c757ff6869c,30.27464474,-97.81598336,false
b1671484-d251-4f60-a56e-b7b20d117f67,30.22246505,-97.70968599,false
f71f715d-9d74-420a-abfc-bfcd4a2054f5,30.37417807,-97.61970481,false
12db4f24-ec66-4f7d-83a0-5c44ee3b379d,30.28379005,-97.85948380,
e1f6df05-f28a-4bfc-b2f7-1f286fc8bbd4,30.32793785,-97.80775422,false
