delivery_id,order_id,estimated_delivery_date,actual_delivery_date,delivery_status
255,b953be46-e398-4969-a25a-7e028975e2a6,2024-03-05,2024-03-08,Delivered
256,38bf2505-be3b-4af6-8c74-abf0bb622161,2024-03-02,2024-03-04,In Transit
257,3bd4ad5d-6c81-4b34-952c-43afd3b23653,2024-08-28,2024-08-29,Delayed
258,074b3486-527d-4cff-9f62-d01a592cbde4,2024-03-23,2024-03-24,Failed
259,63dc3209-973d-4c31-83cc-cd3d32214af9,2024-05-28,2024-05-29,Delivered
260,eca03099-de80-4012-8968-b868496f4329,2023-09-19,2023-09-19,Delayed
261,153a6d73-8c65-4c24-b0bf-e5c8e4a2dd2b,2024-02-26,2024-02-28,Delivered
262,4b019362-d79f-4469-8b67-09a647fd2759,2024-03-23,2024-03-22,Delayed
263,3406b284-f7fe-44b9-9a7c-7b52491738e9,2023-12-09,2023-12-12,Failed
264,bab90da0-5685-4af8-b3b8-ce1c480ac184,2023-11-22,2023-11-25,In Transit
265,90894e80-3a88-41ac-a671-c2e24dc10469,2024-06-24,2024-06-26,In Transit
266,458a2572-a75e-4b96-97c7-cbcad467843d,2024-07-31,2024-07-30,Failed
267,0e65f69a-78e0-4454-9478-276285b26b7e,2024-01-07,2024-01-07,Delivered
268,d5394e14-e4e5-41d5-9225-033e6ec8fad6,2024-05-02,2024-05-03,Failed
269,b3d6bd69-d6c1-4868-bcf2-2caec273f013,2024-03-25,2024-03-26,Delayed
270,a89d200b-5a13-4779-b1da-fc40eb9de872,2024-08-01,2024-08-03,Delivered
271,588d378d-08a5-424e-8723-d30b0e89a766,2024-04-30,2024-05-03,Failed
272,2a51d4bf-c9c7-4fe6-a553-cb681f47b242,2024-05-25,2024-05-27,Delayed
273,4cc62141-ffcf-49a6-b89c-bd78e5fe3b77,2024-01-18,2024-01-21,In Transit
274,98752391-6c23-4099-87fd-9bb8b464527b,2024-04-17,2024-04-19,In Transit
275,7683c3ef-9869-4b8c-9177-c590b5ec5305,2023-11-15,2023-11-17,Failed
276,6273686a-13f5-4c50-8612-ac39e05481e1,2024-06-14,2024-06-16,Delivered
277,11545042-fbda-43d1-9670-91b74e084d8a,2024-03-13,2024-03-15,In Transit
278,590d65aa-9a78-4c1f-b52c-183d2209bf95,2024-05-01,2024-05-01,In Transit
279,aacb4c25-e9fb-497d-a96b-99b4cd7919e7,2024-04-20,2024-04-22,Failed
280,c63d6385-3354-4a2a-ac3d-d8bc3c447e54,2024-07-04,2024-07-04,Delayed
281,9aefcca4-e2dd-468a-bf7b-c51d5764be9e,2024-03-03,2024-03-03,Delivered
282,0372b748-4d9e-4bb8-92e0-027e35451113,2024-05-18,2024-05-18,Delayed
283,04f4cf26-80f4-4864-b480-33ea54d19b47,2023-09-23,2023-09-26,Delivered
284,0bad90f9-0e0f-4f8b-a154-26c48f1a7a5c,2024-06-02,2024-06-04,Delivered
285,959bcdfa-fc9c-4839-97e9-650028df1183,2023-10-05,2023-10-06,Delivered
286,afed183d-e60b-42d6-adb5-e49fa5c8bb17,2023-09-18,2023-09-17,Delivered
287,3562a212-cfe2-47eb-a967-9643da732709,2023-11-29,2023-12-01,Delayed
288,24308809-7e68-434f-bd31-594f0a7cd8ee,2024-09-07,2024-09-10,In Transit
289,d8472774-ebbe-4648-8556-1d99475fc0e3,2024-03-18,2024-03-19,In Transit
290,3e4c185d-dbbf-4e7b-9cb3-2ad2f7340f96,2023-11-24,2023-11-25,Delivered
291,c55486a8-08c9-4bed-acaa-88556db390de,2024-06-27,2024-06-29,Delivered
