order_id,product_id,quantity,sales,discount,profit
74233a7d-e465-46a6-a830-be5946fe4def,402,3,234.42,0.32,32.05
74233a7d-e465-46a6-a830-be5946fe4def,488,4,816.16,0.4,115.69
74233a7d-e465-46a6-a830-be5946fe4def,183,5,214.19,0.23,55.55
74233a7d-e465-46a6-a830-be5946fe4def,224,6,317.8,0.03,140.31
74233a7d-e465-46a6-a830-be5946fe4def,325,5,690.54,0.06,284.64
8a973f44-9dc2-4d03-a27a-a34a8596346b,357,8,242.07,0.01,41.33
f7becbb0-4bd8-4586-8c9a-e38cc23cdcbd,73,10,547.55,0.29,81.91
f7becbb0-4bd8-4586-8c9a-e38cc23cdcbd,461,10,586.37,0.39,124.83
f7becbb0-4bd8-4586-8c9a-e38cc23cdcbd,190,5,856.15,0.22,284.29
afed183d-e60b-42d6-adb5-e49fa5c8bb17,365,5,435.81,0.05,49.94
afed183d-e60b-42d6-adb5-e49fa5c8bb17,281,3,578.26,0.42,117.18
afed183d-e60b-42d6-adb5-e49fa5c8bb17,499,5,489.93,0.42,64.71
afed183d-e60b-42d6-adb5-e49fa5c8bb17,473,5,14.54,0.05,3.79
edfe558a-dec3-41e8-bb59-57ea88715be6,417,1,1044.16,0.44,140.75
edfe558a-dec3-41e8-bb59-57ea88715be6,175,6,107.61,0.25,24.36
56c83160-4141-410a-848a-e226a81cf9d0,446,8,862.53,0.27,121.06
56c83160-4141-410a-848a-e226a81cf9d0,78,1,1253.92,0.44,264.88
56c83160-4141-410a-848a-e226a81cf9d0,297,9,85.84,0.01,32.03
56c83160-4141-410a-848a-e226a81cf9d0,159,4,498.3,0.23,89.25
d60beefe-56fa-4ccd-b0c6-9519e0f2220b,326,1,636.84,0.39,103.22
d60beefe-56fa-4ccd-b0c6-9519e0f2220b,232,7,275.28,0.46,64.63
d60beefe-56fa-4ccd-b0c6-9519e0f2220b,267,5,69.79,0.28,5.66
d60beefe-56fa-4ccd-b0c6-9519e0f2220b,235,1,80.08,0.07,21.55
d60beefe-56fa-4ccd-b0c6-9519e0f2220b,69,6,415.5,0.35,119.23
701d47f0-0a58-43ff-b943-e7d84908a7df,318,10,572.6,0.19,175.08
701d47f0-0a58-43ff-b943-e7d84908a7df,43,9,410.02,0.23,100.53
701d47f0-0a58-43ff-b943-e7d84908a7df,491,5,377.93,0.47,21.31
701d47f0-0a58-43ff-b943-e7d84908a7df,16,3,612.64,0.23,59.8
7e927afd-8781-49d1-a016-2baf23c2d3e2,112,8,953.58,0.39,63.08
7e927afd-8781-49d1-a016-2baf23c2d3e2,174,1,1038.74,0.15,94.14
7e927afd-8781-49d1-a016-2baf23c2d3e2,208,3,1062.73,0.38,78.2
7e927afd-8781-49d1-a016-2baf23c2d3e2,375,5,1114.64,0.29,143.48
2f0a0ba9-4c91-476f-a6df-00ccfbc26623,295,2,82.13,0.2,13.16
2f0a0ba9-4c91-476f-a6df-00ccfbc26623,244,3,373.24,0.34,110.64
2f0a0ba9-4c91-476f-a6df-00ccfbc26623,369,9,74.27,0.43,9.42
c3e07fae-3eeb-45ec-9145-20f074ab9fc4,30,5,933.22,0.07,412.96
c3e07fae-3eeb-45ec-9145-20f074ab9fc4,430,4,579.04,0.24,107.19
c3e07fae-3eeb-45ec-9145-20f074ab9fc4,380,2,981.44,0.5,157.56
f8da0eba-84c9-4d9c-824d-06c3b1c886b8,308,6,162.45,0.43,21.02
f8da0eba-84c9-4d9c-824d-06c3b1c886b8,397,8,93.05,0.47,18.8
f8da0eba-84c9-4d9c-824d-06c3b1c886b8,421,7,78.92,0.06,36.83
f8da0eba-84c9-4d9c-824d-06c3b1c886b8,280,4,899.25,0.24,169.82
31945c83-c24d-4de7-8b59-63c3357fb446,258,3,777.73,0.14,300.09
86d16118-f04d-4e17-aa4b-f11be6c9dc38,308,6,943.67,0.25,304.46
86d16118-f04d-4e17-aa4b-f11be6c9dc38,176,9,259.69,0.13,76.28
86d16118-f04d-4e17-aa4b-f11be6c9dc38,49,2,584.83,0.03,272.3
e19b225c-2a8e-462f-ba95-6998ad6586c9,260,10,149.95,0.44,14.69
e19b225c-2a8e-462f-ba95-6998ad6586c9,148,3,1037.95,0.03,411.24
e19b225c-2a8e-462f-ba95-6998ad6586c9,477,5,664.81,0.34,136.92
e19b225c-2a8e-462f-ba95-6998ad6586c9,407,8,294.58,0.34,96.47
641b3d6f-81b2-496e-9bd0-6a7f6c3ddec3,113,7,968.45,0.29,265.85
641b3d6f-81b2-496e-9bd0-6a7f6c3ddec3,197,1,182.4,0.49,20.28
641b3d6f-81b2-496e-9bd0-6a7f6c3ddec3,364,8,20.44,0.11,6.69
a684b266-b977-499c-a3f7-8469534d1358,175,7,27.45,0.44,2.74
a684b266-b977-499c-a3f7-8469534d1358,220,6,478.04,0.01,73.27
a684b266-b977-499c-a3f7-8469534d1358,280,1,963.59,0.01,254.99
a684b266-b977-499c-a3f7-8469534d1358,183,7,643.28,0.06,76.02
09287ebb-8809-45ea-a526-830508508252,240,8,122.37,0.28,13.58
09287ebb-8809-45ea-a526-830508508252,299,6,704.52,0.22,273.5
09287ebb-8809-45ea-a526-830508508252,316,3,712.19,0.08,92.51
09287ebb-8809-45ea-a526-830508508252,302,2,503.56,0.4,145.35
f7f7e433-431b-4497-a9e1-fc2c106d8158,264,8,224.55,0.1,58.57
f7f7e433-431b-4497-a9e1-fc2c106d8158,388,8,246.66,0.47,36.04
f7f7e433-431b-4497-a9e1-fc2c106d8158,425,10,854.38,0.44,113.57
f7f7e433-431b-4497-a9e1-fc2c106d8158,159,10,439.0,0.38,66.47
62317b65-dd24-4d43-ab96-f73ecae6813c,36,1,189.35,0.09,42.76
62317b65-dd24-4d43-ab96-f73ecae6813c,163,2,389.59,0.36,74.53
62317b65-dd24-4d43-ab96-f73ecae6813c,303,9,559.71,0.04,63.4
62317b65-dd24-4d43-ab96-f73ecae6813c,378,4,405.58,0.23,116.11
2f3aaf4b-9b9d-4915-a43c-00e952fd994d,188,1,506.34,0.46,98.47
2f3aaf4b-9b9d-4915-a43c-00e952fd994d,184,4,566.8,0.16,131.99
668ab527-13f6-4b3d-9a55-9d76801fac5b,500,8,559.8,0.33,153.36
1ed92608-ac1f-4b0f-8f18-d1ccd857ace9,185,5,647.13,0.25,57.15
1ed92608-ac1f-4b0f-8f18-d1ccd857ace9,382,9,18.23,0.45,3.45
1ed92608-ac1f-4b0f-8f18-d1ccd857ace9,167,5,1347.23,0.16,394.01
1ed92608-ac1f-4b0f-8f18-d1ccd857ace9,125,3,895.91,0.07,178.17
bc5ae4cd-424b-4ce0-9719-1f9834e67e94,293,8,749.14,0.25,174.3
bc5ae4cd-424b-4ce0-9719-1f9834e67e94,318,1,406.29,0.1,135.1
419c49ab-16e1-46f8-bc78-8b4d1971cde2,98,10,319.3,0.43,75.45
419c49ab-16e1-46f8-bc78-8b4d1971cde2,473,1,472.55,0.48,86.5
8c881520-f384-45b7-85ed-1907238a9c88,192,7,560.56,0.22,80.77
8c881520-f384-45b7-85ed-1907238a9c88,186,8,1140.81,0.24,148.98
8c881520-f384-45b7-85ed-1907238a9c88,183,9,431.93,0.27,115.06
a2a58e16-fbae-473a-8e5c-e6d56ac174a4,165,7,948.22,0.49,203.87
92237abd-e998-489e-aa31-58816c88e7f5,435,2,894.26,0.37,85.61
92237abd-e998-489e-aa31-58816c88e7f5,99,6,791.0,0.23,276.38
92237abd-e998-489e-aa31-58816c88e7f5,104,4,1017.4,0.44,67.14
92237abd-e998-489e-aa31-58816c88e7f5,479,7,1010.35,0.0,420.64
14c22468-ba92-42fc-870d-39b6776f7b6e,232,4,512.59,0.4,73.16
14c22468-ba92-42fc-870d-39b6776f7b6e,318,4,418.36,0.35,52.02
14c22468-ba92-42fc-870d-39b6776f7b6e,387,1,24.12,0.07,7.96
14c22468-ba92-42fc-870d-39b6776f7b6e,291,10,481.7,0.04,141.18
14c22468-ba92-42fc-870d-39b6776f7b6e,413,3,35.09,0.23,13.32
be28c05d-0493-4c91-9d12-45799d57d9c8,89,8,68.31,0.35,9.96
be28c05d-0493-4c91-9d12-45799d57d9c8,451,10,937.09,0.1,112.79
be28c05d-0493-4c91-9d12-45799d57d9c8,38,3,759.12,0.49,97.51
be28c05d-0493-4c91-9d12-45799d57d9c8,410,8,586.8,0.35,88.89
be28c05d-0493-4c91-9d12-45799d57d9c8,429,10,139.97,0.23,15.25
4e3cc945-3e78-4b69-80de-289fd4412a5b,49,5,783.92,0.49,187.03
4e3cc945-3e78-4b69-80de-289fd4412a5b,434,8,820.42,0.18,246.82
4e3cc945-3e78-4b69-80de-289fd4412a5b,124,8,60.74,0.37,16.82
4e3cc945-3e78-4b69-80de-289fd4412a5b,436,1,374.02,0.28,91.1
d8d534d3-acca-47a1-b9c3-fce5f25a9496,436,2,941.03,0.17,241.78
d8d534d3-acca-47a1-b9c3-fce5f25a9496,40,1,721.65,0.46,109.86
d8d534d3-acca-47a1-b9c3-fce5f25a9496,17,2,682.06,0.07,225.37
d8d534d3-acca-47a1-b9c3-fce5f25a9496,482,1,134.35,0.29,31.56
d8d534d3-acca-47a1-b9c3-fce5f25a9496,270,9,337.96,0.46,71.62
d248344a-42a7-40a0-a26a-65cc053f0e61,358,10,452.06,0.28,127.44
d248344a-42a7-40a0-a26a-65cc053f0e61,328,4,805.18,0.18,133.64
4a3576b4-614f-4197-b7b7-57e3df3666fd,190,7,376.28,0.19,56.4
4a3576b4-614f-4197-b7b7-57e3df3666fd,36,10,515.66,0.06,137.08
4a3576b4-614f-4197-b7b7-57e3df3666fd,377,7,149.82,0.42,38.33
4a3576b4-614f-4197-b7b7-57e3df3666fd,194,8,203.16,0.11,43.09
4a3576b4-614f-4197-b7b7-57e3df3666fd,85,9,367.14,0.17,135.64
6725304a-da88-4b45-a2e4-7f025bf7e700,213,4,84.93,0.45,20.86
6725304a-da88-4b45-a2e4-7f025bf7e700,458,5,34.29,0.01,12.13
6725304a-da88-4b45-a2e4-7f025bf7e700,167,2,102.18,0.15,41.17
6725304a-da88-4b45-a2e4-7f025bf7e700,131,2,379.12,0.47,83.7
6725304a-da88-4b45-a2e4-7f025bf7e700,319,2,517.74,0.45,120.34
26266404-30ca-4ecf-8438-51c7f4fe3d73,58,7,1274.77,0.49,122.96
26266404-30ca-4ecf-8438-51c7f4fe3d73,129,10,1131.82,0.08,228.35
26266404-30ca-4ecf-8438-51c7f4fe3d73,379,7,146.0,0.25,50.45
c4e21255-d2c5-4bd3-a18c-f5cf0018c50e,401,5,755.28,0.39,216.1
c4e21255-d2c5-4bd3-a18c-f5cf0018c50e,336,7,578.32,0.42,89.03
c4e21255-d2c5-4bd3-a18c-f5cf0018c50e,19,1,319.12,0.47,23.4
c4e21255-d2c5-4bd3-a18c-f5cf0018c50e,278,7,372.05,0.18,134.48
5250ac30-0899-4220-803f-710a7d33cec6,465,6,387.36,0.3,49.29
5250ac30-0899-4220-803f-710a7d33cec6,25,5,374.49,0.26,31.44
5250ac30-0899-4220-803f-710a7d33cec6,493,1,533.36,0.38,147.3
5250ac30-0899-4220-803f-710a7d33cec6,12,7,875.96,0.32,233.73
f95b88cb-1d05-40d8-aadb-46b2c0c0006d,224,10,448.21,0.31,92.82
f95b88cb-1d05-40d8-aadb-46b2c0c0006d,58,7,238.62,0.25,74.49
29e37e91-bd8f-499c-a2cc-bea926b08b40,93,7,419.31,0.3,78.85
29e37e91-bd8f-499c-a2cc-bea926b08b40,100,7,1149.27,0.45,80.99
29e37e91-bd8f-499c-a2cc-bea926b08b40,22,8,403.3,0.2,65.39
29e37e91-bd8f-499c-a2cc-bea926b08b40,461,1,15.62,0.38,4.79
29e37e91-bd8f-499c-a2cc-bea926b08b40,201,6,1236.38,0.43,121.47
5c531aae-2b36-4d44-b828-b81bce6c5dc0,334,3,1052.4,0.04,189.37
5c531aae-2b36-4d44-b828-b81bce6c5dc0,487,8,590.65,0.2,204.1
5c531aae-2b36-4d44-b828-b81bce6c5dc0,201,10,945.19,0.06,210.55
5c531aae-2b36-4d44-b828-b81bce6c5dc0,373,4,704.87,0.39,72.61
5c531aae-2b36-4d44-b828-b81bce6c5dc0,109,9,1037.75,0.01,164.29
38a146af-c516-4db6-915b-8378fbcf87f5,106,1,1241.91,0.18,265.65
9c692baf-d6a5-408e-a6bc-a60ed05be545,86,3,1003.29,0.48,124.93
9c692baf-d6a5-408e-a6bc-a60ed05be545,142,7,169.02,0.27,48.65
9c692baf-d6a5-408e-a6bc-a60ed05be545,18,10,79.28,0.04,16.56
b42b75f9-a95a-48df-a72d-3934b85ac589,77,7,721.74,0.17,179.44
b42b75f9-a95a-48df-a72d-3934b85ac589,193,5,52.41,0.12,16.1
b42b75f9-a95a-48df-a72d-3934b85ac589,152,6,696.99,0.11,305.5
b42b75f9-a95a-48df-a72d-3934b85ac589,45,6,760.17,0.47,126.34
b42b75f9-a95a-48df-a72d-3934b85ac589,258,10,462.61,0.33,146.89
2a56a804-d0b8-4f73-b60c-c72e901e320c,67,6,522.12,0.16,151.55
2a56a804-d0b8-4f73-b60c-c72e901e320c,128,5,95.37,0.45,8.45
2a56a804-d0b8-4f73-b60c-c72e901e320c,382,2,635.97,0.2,73.62
2a56a804-d0b8-4f73-b60c-c72e901e320c,4,7,589.71,0.19,162.36
c307aa65-15cc-491b-b02d-43487c5bbd61,58,5,548.94,0.4,83.19
c307aa65-15cc-491b-b02d-43487c5bbd61,275,2,489.97,0.06,195.65
c307aa65-15cc-491b-b02d-43487c5bbd61,30,8,399.99,0.04,142.11
e0abcfce-f1ef-4234-929b-6079357917ff,197,4,782.53,0.05,125.27
e0abcfce-f1ef-4234-929b-6079357917ff,11,4,369.46,0.22,138.92
e0abcfce-f1ef-4234-929b-6079357917ff,192,5,657.27,0.39,79.03
e0abcfce-f1ef-4234-929b-6079357917ff,290,8,213.71,0.48,14.15
e0abcfce-f1ef-4234-929b-6079357917ff,80,3,12.27,0.19,1.47
eca03099-de80-4012-8968-b868496f4329,229,7,915.9,0.12,128.86
eca03099-de80-4012-8968-b868496f4329,411,9,742.77,0.15,224.65
eca03099-de80-4012-8968-b868496f4329,481,2,643.6,0.13,114.89
c36c0a3e-a782-4d1f-a900-ac851ebdf732,184,1,430.52,0.48,73.47
29719a7a-f619-4a8c-a2cb-4d143304cf3e,28,3,438.82,0.09,151.59
29719a7a-f619-4a8c-a2cb-4d143304cf3e,99,1,828.66,0.47,173.68
29719a7a-f619-4a8c-a2cb-4d143304cf3e,138,8,898.91,0.13,387.7
29719a7a-f619-4a8c-a2cb-4d143304cf3e,474,2,406.23,0.22,39.31
29719a7a-f619-4a8c-a2cb-4d143304cf3e,125,2,136.47,0.46,26.72
2a46ff00-06f2-498c-8afd-eabceb13a3ee,416,8,319.1,0.02,110.33
2a46ff00-06f2-498c-8afd-eabceb13a3ee,241,4,576.55,0.4,171.43
2a46ff00-06f2-498c-8afd-eabceb13a3ee,148,8,220.13,0.42,20.17
2a46ff00-06f2-498c-8afd-eabceb13a3ee,188,6,728.03,0.22,209.58
8c8d1f4d-a8e0-4277-b6df-04f17d146382,166,4,848.34,0.26,127.01
8c8d1f4d-a8e0-4277-b6df-04f17d146382,395,4,872.14,0.2,221.62
4ad4c5dd-dfb9-4e8d-92e3-021834388978,153,7,457.36,0.4,38.26
4ad4c5dd-dfb9-4e8d-92e3-021834388978,420,8,840.97,0.13,351.18
46eb9a48-81cb-4c47-a314-d13b781bc447,104,3,1204.81,0.33,98.94
46eb9a48-81cb-4c47-a314-d13b781bc447,117,3,1360.16,0.23,212.74
46eb9a48-81cb-4c47-a314-d13b781bc447,112,3,809.98,0.28,112.46
46eb9a48-81cb-4c47-a314-d13b781bc447,132,8,1064.8,0.39,234.33
fe7f0221-0dc5-4e9a-a9e5-f489b0fe1d96,291,8,701.9,0.37,143.23
9aefcca4-e2dd-468a-bf7b-c51d5764be9e,81,7,688.13,0.0,225.64
9aefcca4-e2dd-468a-bf7b-c51d5764be9e,427,10,470.51,0.28,58.4
9aefcca4-e2dd-468a-bf7b-c51d5764be9e,116,10,754.46,0.04,173.77
31fa817e-5ebc-41c0-910d-0ced453ac160,58,7,217.28,0.16,48.81
39fc311e-25a1-4c59-8a57-bb2978d162b6,84,6,825.88,0.36,96.26
20ce738d-d6bf-41f2-bccd-d4df541836f5,232,7,477.88,0.48,105.39
20ce738d-d6bf-41f2-bccd-d4df541836f5,118,1,1310.22,0.43,210.85
20ce738d-d6bf-41f2-bccd-d4df541836f5,294,7,1006.26,0.24,323.37
3767a75e-4d55-4620-be5f-49ab96b77307,66,8,1223.36,0.36,83.34
3767a75e-4d55-4620-be5f-49ab96b77307,379,3,574.32,0.09,98.39
3767a75e-4d55-4620-be5f-49ab96b77307,273,8,748.14,0.08,318.34
3767a75e-4d55-4620-be5f-49ab96b77307,123,5,103.93,0.31,11.19
5e96d25c-220e-42dd-ab03-2f7751442d04,285,6,1138.13,0.08,498.54
5e96d25c-220e-42dd-ab03-2f7751442d04,183,7,1420.46,0.26,519.39
67f8e01a-e852-4ebc-b889-9095a211e6a3,381,6,603.15,0.12,237.41
67f8e01a-e852-4ebc-b889-9095a211e6a3,241,6,774.67,0.33,90.22
67f8e01a-e852-4ebc-b889-9095a211e6a3,288,7,99.48,0.08,25.56
aeed7218-206a-4680-bbdc-572c297b7708,349,4,478.34,0.35,130.29
aeed7218-206a-4680-bbdc-572c297b7708,152,7,504.35,0.27,44.03
aeed7218-206a-4680-bbdc-572c297b7708,104,5,152.73,0.04,63.04
aeed7218-206a-4680-bbdc-572c297b7708,188,10,933.42,0.21,160.72
aeed7218-206a-4680-bbdc-572c297b7708,199,6,873.7,0.25,301.6
25865969-7bd8-4675-870d-6c0f73479a77,229,1,91.45,0.17,10.39
7a8405cc-fb06-4a47-b14b-c0f822c1acdf,140,5,585.11,0.42,164.03
7a8405cc-fb06-4a47-b14b-c0f822c1acdf,91,2,373.14,0.11,61.91
7a8405cc-fb06-4a47-b14b-c0f822c1acdf,295,3,644.25,0.25,170.81
1cb94ad6-7b0b-4048-8a5f-3e2b5b3d5f94,268,8,182.13,0.41,53.71
1cb94ad6-7b0b-4048-8a5f-3e2b5b3d5f94,10,10,386.92,0.1,123.42
8b89a743-5b78-42ca-903b-0824cee5de94,479,8,334.67,0.46,39.49
8b89a743-5b78-42ca-903b-0824cee5de94,180,3,18.01,0.29,6.35
782daf3d-7078-4f90-97da-d1776506009b,112,2,694.7,0.4,134.53
782daf3d-7078-4f90-97da-d1776506009b,457,9,431.94,0.1,86.5
782daf3d-7078-4f90-97da-d1776506009b,443,6,510.03,0.16,170.09
a52e96d9-3a45-41c4-8cf6-5e5535b79340,148,6,64.0,0.41,5.85
a52e96d9-3a45-41c4-8cf6-5e5535b79340,151,4,700.21,0.49,177.4
d99948e1-95ef-492c-8931-5da1b006d8ed,337,9,711.72,0.12,158.95
d99948e1-95ef-492c-8931-5da1b006d8ed,9,6,704.94,0.48,151.94
51a8c8d8-11a6-41c2-b163-46d133a73327,145,4,103.81,0.05,33.82
51a8c8d8-11a6-41c2-b163-46d133a73327,240,6,451.62,0.45,57.28
51a8c8d8-11a6-41c2-b163-46d133a73327,373,5,961.78,0.15,126.57
eda7ba9e-7ce8-4a46-958c-182b33c47b06,157,1,81.2,0.22,15.25
eda7ba9e-7ce8-4a46-958c-182b33c47b06,195,10,300.25,0.3,92.2
18452167-dcbb-4373-bc85-44370d26fc47,15,5,692.2,0.31,206.7
18452167-dcbb-4373-bc85-44370d26fc47,489,6,111.56,0.07,42.53
18452167-dcbb-4373-bc85-44370d26fc47,420,2,1150.79,0.26,319.62
8c227733-6acb-45df-9f16-fd459fddf2ec,257,2,93.26,0.28,21.2
8c227733-6acb-45df-9f16-fd459fddf2ec,363,4,575.73,0.39,151.49
8c227733-6acb-45df-9f16-fd459fddf2ec,484,1,997.3,0.18,352.07
864496c9-9aa4-40af-b84d-e761bdf0f5f7,192,7,187.86,0.1,68.68
864496c9-9aa4-40af-b84d-e761bdf0f5f7,195,7,776.36,0.18,267.56
864496c9-9aa4-40af-b84d-e761bdf0f5f7,212,7,1230.1,0.12,381.01
