delivery_id,order_id,estimated_delivery_date,actual_delivery_date,delivery_status
31,5100d63f-e14b-4a3d-b980-fb2102b5d2d2,2024-02-25,2024-02-24,"In Transit"
32,2a506eac-6d79-4e0e-a680-5e16adca1caa,2023-12-11,2023-12-10,Delayed
33,53ed3c9c-cc19-4f74-881e-26fa59d57b76,2024-08-16,2024-08-16,"In Transit"
34,474f2dca-a6c7-40eb-885d-606098708710,2024-07-30,2024-08-02,Delivered
35,1705315b-4f2e-47aa-baae-564be9f5ff08,2024-03-17,2024-03-18,"In Transit"
36,4013f2d6-10db-465e-b045-4d247b463e4a,2024-02-21,2024-02-24,Failed
37,42178a63-454f-4960-88dc-24bf9d7f8645,2023-10-28,2023-10-31,Delayed
38,f89d3004-adaa-4502-b1e2-00752ea26de9,2023-10-09,2023-10-08,Delivered
39,f4102137-6550-4526-8a00-5e4df8174ce1,2023-11-05,2023-11-05,"In Transit"
40,4cbb7e4d-fce3-440c-87f6-8d06d354f3cb,2024-08-10,2024-08-10,Failed
41,01b7d0e7-04df-4bb5-b2f4-22889ccf9573,2024-06-06,2024-06-05,"In Transit"
42,f28b43a2-b1b8-45d9-90ea-323ed81680c5,2024-07-23,2024-07-25,Failed
43,37e40de9-be48-4a7c-9eea-2a76e2d34f8d,2024-04-08,2024-04-08,Delayed
44,58900ea5-01e4-402a-91c9-2da63302162f,2024-07-11,2024-07-10,"In Transit"
45,43a4ce55-7be6-4510-ab67-a2a0cd8c0259,2024-09-08,2024-09-11,Failed
46,345abda9-2bcf-467f-9b1c-3b3d00ca819e,2024-05-30,2024-05-30,"In Transit"
47,9d9e02fe-6f26-4a73-962a-80b2b5290eb2,2023-09-11,2023-09-12,Delivered
48,4c70675b-041e-48ce-bd2f-d592004039d8,2024-03-06,2024-03-05,Delivered
49,4942c3f4-a473-485d-b81a-2d8bb99fa455,2024-02-14,2024-02-16,Failed
50,f7d00063-cf2a-49d9-83ee-d9490ab63e8a,2024-06-21,2024-06-24,Failed
51,b09a00f0-e73a-4970-8083-34e99284fe9e,2024-08-30,2024-09-01,"In Transit"
52,512145bf-2150-4a6d-84c0-e6171a216ffe,2024-08-26,2024-08-26,Failed
53,8ca29b5e-ab9b-4ff4-a6e9-8b66f44bdb97,2023-11-02,2023-11-03,Delivered
54,3b301fa8-ed78-465c-b46f-2cecfb7356e5,2024-02-12,2024-02-11,Delivered
55,b74d3344-ae11-49fc-8760-b4a257772265,2024-01-30,2024-01-29,Delayed
56,d537dc87-ba76-4441-83c6-5a4923edad56,2024-03-11,2024-03-11,Delayed
57,957c9449-cb60-412b-83ae-ed939208f0da,2024-02-02,2024-02-03,Failed
58,a145b7ae-18b5-49ab-8f6f-b34bc9f564c3,2024-07-08,2024-07-11,Delivered
59,b154b485-b737-48a7-bd0e-0a72a3856b98,2024-05-25,2024-05-27,Delivered
60,1ad79a24-6c0e-4503-bc05-26dfad1002ca,2024-02-24,2024-02-24,Delayed
61,77e4f4b3-7d08-46a0-b7f5-232668ba29d7,2023-09-07,2023-09-08,Failed
62,a8196840-8526-4d4a-91e7-42bfce7ff026,2024-05-25,2024-05-27,"In Transit"
63,4d2d5af6-0cd6-4a82-ac41-aef665c33ea8,2024-03-19,2024-03-19,Delayed
64,90b62e55-e951-4c0d-9d38-f6ecb9b0d8d3,2024-08-16,2024-08-19,Failed
65,744c813e-ae44-40a3-a601-fe78bb1ec08d,2024-01-02,2024-01-03,Failed
66,877a7689-c8d3-4083-b43e-1b00b83308a4,2024-02-18,2024-02-20,Failed
67,20c84919-74cd-465e-8286-324f57735f2e,2024-07-10,2024-07-10,"In Transit"
68,a6fae871-82d3-46fd-b856-f9f14b0e8e16,2023-09-11,2023-09-10,"In Transit"
69,0c2aabf5-d194-4398-a9f7-031461c11426,2024-01-15,2024-01-17,Delayed
70,d7f8f046-caa7-4121-871f-ac459b854657,2024-06-17,2024-06-18,Delayed
71,1ab81d52-9b90-4def-a0aa-57a2ba0d3b9c,2024-06-14,2024-06-17,Delayed
72,14b917da-94f5-4866-a07b-da3916cb41b4,2023-10-27,2023-10-28,Delayed
73,ba9892ce-7ff0-41d5-bc2b-59717f9ace4a,2023-09-21,2023-09-24,Delivered
74,0b4ed95b-9ddc-447f-a6be-f6115402b1be,2024-08-24,2024-08-27,Failed
75,fdf35863-4d9f-4201-a571-b55c49a3f70b,2023-11-27,2023-11-26,Delivered
76,7ad79957-3bd6-4b45-825f-c60d950e75bd,2023-09-30,2023-10-02,Delayed
77,bdc8ea8f-993f-4a4f-98ba-ea3b0d73424f,2023-11-18,2023-11-21,"In Transit"
78,2b317a28-b75f-4413-b997-806b1628912e,2024-01-29,2024-01-31,Failed
79,57747fd2-997f-4152-b9ac-cefb69759a25,2024-01-22,2024-01-24,Failed
80,7415fc80-03f1-4a19-ac4b-6fc5203c0812,2024-06-02,2024-06-03,Delivered
81,05b2f581-363f-4914-b1b1-23e38d8d2ae1,2023-11-18,2023-11-17,Delivered
82,bd6d1740-cbec-43a8-8fa4-b8d8d4740c1c,2023-12-31,2024-01-03,"In Transit"
83,8f3d6678-6d40-4404-8e18-af25612a2f90,2024-08-18,2024-08-17,Failed
84,6d7a99fe-6186-4faa-9b8b-e8959043baaa,2023-12-20,2023-12-20,Failed
85,8fb23a5e-923c-47c9-9188-525b337e03ff,2023-09-18,2023-09-19,Delivered
86,5ac1ed9f-a7f5-46da-9e68-e0497a1076a6,2024-07-30,2024-07-30,"In Transit"
87,c742aacb-ba89-4ee9-9bb4-c2549de9a79a,2023-10-24,2023-10-25,Delayed
88,d01a4f7e-aad9-4d6c-a118-9342660b8063,2024-01-16,2024-01-19,Delivered
89,3dd4dbc1-c4fa-45d2-8c1e-d0fb1171552b,2023-12-21,2023-12-21,Failed
90,c34131e7-a766-4883-84e1-6d4811cc0097,2024-08-20,2024-08-23,"In Transit"
91,b95f7181-fd27-4ecc-87e3-bb56eab7cb9b,2023-11-07,2023-11-08,Failed
92,e3be9ad2-dfae-420b-81d9-967efb577904,2024-04-28,2024-04-30,"In Transit"
93,340357e7-cb90-4dd3-86f5-58c340da6d8d,2023-09-16,2023-09-17,Failed
94,96cd3e8d-d7c4-43b7-a480-887df1e7bfff,2024-03-20,2024-03-22,"In Transit"
95,14752ca1-a56b-4736-8b40-79439095128d,2024-06-07,2024-06-07,"In Transit"
96,a5f1f6c2-588b-4ff1-bfc1-66d13310d789,2024-04-24,2024-04-27,Delivered
97,5c48e946-da6b-4407-abc5-07ec9f11efcd,2023-09-25,2023-09-26,Delayed
98,bfb8485b-2f2d-4a90-99d9-a05768988e92,2024-02-29,2024-02-29,Failed
99,3c1d1a2f-f7f4-4e7b-97ff-77fa372f6df0,2024-02-03,2024-02-02,Delayed
100,113af17e-ae6f-4b83-b345-f80c177eed80,2024-01-30,2024-02-01,"In Transit"
101,d617f7c5-f1cb-4d4a-a2a0-04995a445853,2024-04-16,2024-04-19,"In Transit"
102,fad830dc-94dd-4f45-917d-57ad572044c1,2024-04-28,2024-04-28,Delivered
103,69bd4552-34df-4e0c-aa3e-88d178a2b68e,2024-07-10,2024-07-12,Delayed
104,88657704-8a02-491e-a679-7ce04e06f772,2023-12-10,2023-12-11,Delivered
105,3013e1a0-9232-41e8-8f1a-decea630efd6,2024-03-02,2024-03-04,"In Transit"
106,ea4e1824-bd0e-44b6-ad13-09c6bd122553,2024-07-05,2024-07-05,Delayed
107,ce7b298c-da7b-4508-ba38-50ff61f53019,2023-09-23,2023-09-26,Failed
108,6ec4b493-d70b-45bd-a828-846bd7c3ceff,2023-09-29,2023-10-01,Delivered
109,3671ef10-dce6-4cf0-ac9b-54a8f20a0847,2023-12-30,2024-01-01,Delayed
110,e1f989ab-1a4a-43b6-8276-eca71e14fb80,2023-10-22,2023-10-23,Delivered
111,d43b111d-fc1d-4ef3-b1c8-7ab7ad1befb6,2023-12-13,2023-12-15,"In Transit"
112,7703a7f2-4879-4996-868e-326d10eb3dde,2024-05-04,2024-05-07,Failed
113,44aeddfe-3eb1-4731-ad35-b5c54dcdfd9a,2023-12-12,2023-12-11,Delivered
114,ef14e479-6254-48ec-ac8d-0d013bee856e,2024-02-03,2024-02-06,"In Transit"
115,f1b109c4-3c05-4336-b5a0-542f3d630fb7,2024-03-08,2024-03-09,Failed
116,69bd02c7-7266-470b-8039-cd947e0585d3,2023-11-04,2023-11-06,"In Transit"
117,e0b03e42-e3dd-4960-8307-75aa4d017e49,2024-04-10,2024-04-09,Failed
118,b56df506-b1a3-40be-8638-62dbd07a2226,2024-03-21,2024-03-24,Delayed
119,d533983e-97d7-4537-8f15-04ebb600efd4,2024-07-24,2024-07-26,Delayed
120,724e430a-160b-4fbd-a3f1-d88ed5ebb0b8,2024-06-16,2024-06-18,"In Transit"
121,d5c093ce-1d2f-4436-a7ac-546bcfae7ff7,2024-02-18,2024-02-17,Failed
122,b138366a-6cba-4ecb-875c-8f9f6a9ab3b1,2023-11-26,2023-11-27,"In Transit"
123,bc8ef12a-5f07-4c21-9304-6398b23f0779,2024-04-28,2024-05-01,Delivered
124,aeab79fe-20c3-437e-aa96-5b8fa7023ce1,2024-01-20,2024-01-21,Delayed
125,cd551545-9dc6-4401-bd30-09a3dd3cb5f8,2024-06-18,2024-06-18,Delivered
126,36921ab8-8d85-423c-9eef-3b54e6047330,2023-10-13,2023-10-13,Failed
127,1fd6e884-fb2e-41e7-808a-d9dbf73e331b,2024-02-12,2024-02-12,Delayed
128,a3252389-888e-4772-bb8c-3279374bad69,2024-04-30,2024-05-01,Delayed
129,e0377a45-6c27-404b-a672-577ba7c50e3a,2023-12-19,2023-12-18,"In Transit"
130,109fb305-a2ed-47c9-ac9f-5e9ef66784c3,2023-11-27,2023-11-28,Delivered
131,bd89e354-2d0b-4492-a68f-9caa9e6b3d1c,2023-10-10,2023-10-10,Delayed
132,bb576597-a24b-484b-bcd5-58db2bf61051,2023-12-21,2023-12-20,Failed
133,75714765-9d3e-4828-9efb-ff4f6dd6df46,2024-05-28,2024-05-30,Failed
134,54381c35-cce9-4368-b1f4-382662be0bab,2023-11-18,2023-11-17,Failed
135,5b8712f7-23f2-4731-bf7c-10180737da17,2024-05-05,2024-05-07,Delivered
136,ddd61d44-0797-48d5-bbc0-7e71ae545458,2024-09-04,2024-09-07,Failed
137,a1a2df50-e99c-4d10-986c-7124ddbe8984,2024-08-23,2024-08-25,Delayed
138,7afd5233-e900-4d8c-a92c-9fd34fbb96fb,2023-10-05,2023-10-07,Failed
139,02b4f896-df0b-46ab-b146-2265f5da2b03,2023-11-04,2023-11-07,Delivered
140,304111aa-d825-4ee8-a763-4fe486213507,2024-08-22,2024-08-21,Failed
141,0164caf3-a803-4b52-8e92-b92f38c2f474,2024-05-23,2024-05-25,Delivered
142,42f3a456-c240-49bb-ad29-3ca632871fad,2023-10-07,2023-10-09,Delivered
143,1936de44-183b-4481-955e-b6bd4c99f38a,2024-06-28,2024-06-29,Delayed
144,7e20e971-1fc0-4a41-af5a-73875f766be8,2024-07-04,2024-07-05,Delivered
145,d01a0fd2-084b-4304-a2e0-e0391ce68d45,2024-07-26,2024-07-29,Delayed
146,499261a0-318f-451d-9b1a-1bd16c5e54b1,2024-04-28,2024-04-28,Delayed
147,658402f3-4b27-4c68-9bc4-7fc72e4956ec,2023-12-20,2023-12-22,"In Transit"
148,637b3a17-6d00-4765-90a2-6f6d386ddd04,2024-07-03,2024-07-02,Delivered
149,20c84919-74cd-465e-8286-324f57735f2e,2024-07-08,2024-07-07,Delivered
150,77dd5430-c9bb-4689-bb5c-b4f475b64ce4,2024-05-13,2024-05-12,Failed
151,54d1b772-3886-4cfa-b562-610daeadb12d,2023-11-15,2023-11-15,Delivered
152,52f51d99-dfc1-4d5a-ba46-7d3eac35b833,2024-08-08,2024-08-08,"In Transit"
153,989f7b78-18ff-4e6e-888c-c4c270f7021a,2023-11-25,2023-11-26,Failed
154,87b5710c-b941-4713-9df5-926dbce3fc59,2024-02-14,2024-02-13,Delayed
155,05421cb0-beaf-46d7-adc4-1970c3a9c5f4,2024-07-26,2024-07-27,Delayed
156,12db4f24-ec66-4f7d-83a0-5c44ee3b379d,2024-03-11,2024-03-11,Delivered
157,533f4a1c-dfe3-4880-9bb2-4b62a8686dc2,2024-09-05,2024-09-04,Delivered
158,52e135c6-eedb-41dd-a48b-f02a8a7635a8,2024-08-05,2024-08-04,Delivered
159,99ea69d4-37e9-46a8-b170-bd26a370e86b,2024-04-07,2024-04-06,Delayed
160,60c7500d-4415-4e26-bc23-c0cc5f7bf007,2023-12-02,2023-12-04,Delivered
161,7ff50b35-dfa4-43e0-9cf9-b1a98eb5ba43,2024-04-11,2024-04-12,Delivered
162,1c4b451e-0051-40ea-9c07-a470033e8127,2024-08-10,2024-08-13,"In Transit"
163,529bbaac-8f01-448d-a46d-d3863019757d,2023-09-26,2023-09-28,Delayed
164,15e07d55-fac7-4eda-b2da-a36367ccbb6d,2024-05-17,2024-05-18,"In Transit"
165,85edde7c-02a8-480a-90f3-ee3138fcb72c,2024-05-04,2024-05-03,Delayed
166,b5c7e7f7-0756-4e67-90be-3045dea53973,2023-09-06,2023-09-08,"In Transit"
167,e9427cf3-5156-4174-87ea-12065b2ac1b4,2024-08-03,2024-08-03,Failed
168,22e401a2-52e9-4ace-961e-4fd935125cf2,2024-01-12,2024-01-12,Delayed
169,90df524b-c686-4d99-b4f0-3d8d34357e61,2024-05-12,2024-05-12,Delayed
170,5945e389-5a7d-4e98-b16a-04a7fa9f979c,2023-11-03,2023-11-05,Delivered
171,e4812c2c-06f0-446a-ab8d-a9798580bc38,2024-03-21,2024-03-20,"In Transit"
172,ae06fe44-b93e-4002-aa07-433a53d87fd0,2024-02-28,2024-02-27,Delivered
173,a8f47f20-2936-4933-a56b-b2f712b3ea95,2024-01-29,2024-01-28,"In Transit"
174,37e9c6a5-b80d-47c4-b0e8-db933760975e,2024-08-25,2024-08-28,"In Transit"
175,bf629903-df42-4ef9-bb45-80a50f79a166,2024-01-17,2024-01-18,Delivered
176,a3d1b75b-6a0a-4eda-b6db-767e8ea9240b,2024-03-18,2024-03-20,Failed
177,6ad193f8-986c-472d-bd14-2a53d39fdfc8,2024-07-25,2024-07-26,"In Transit"
178,e635e22e-b921-4c10-bb11-798cb8585ab3,2023-10-08,2023-10-08,"In Transit"
179,f9a4371b-8d6f-4bcb-bb64-e0f6a3b05b6b,2024-02-28,2024-03-01,"In Transit"
180,f3d3d244-3ebc-41e8-b9ef-96e684ea9552,2024-02-08,2024-02-08,"In Transit"
181,e68ef790-2001-45de-b3e2-0869fa472e83,2024-01-20,2024-01-21,"In Transit"
182,7dee6466-6b06-4f9a-8ed3-7ce9f20e2a26,2024-05-24,2024-05-26,"In Transit"
183,6ac2e5bd-0c3b-4758-89c5-0fc521712557,2023-10-21,2023-10-23,Delayed
184,0ec87ce1-9695-4e77-9ba2-b361a7ee1e7c,2024-07-15,2024-07-18,"In Transit"
185,8b956fa3-86e8-42b3-a556-66ea7ee9a403,2024-05-11,2024-05-12,Failed
186,488d6a70-afc0-46a7-b251-fb5279dfe89e,2023-09-22,2023-09-21,"In Transit"
187,eef02d81-5678-42a9-ac40-e98a2eaf7e84,2024-03-12,2024-03-11,Delivered
188,672898dd-e78b-41ca-b8de-e931af149676,2024-04-13,2024-04-12,Delivered
189,7a0f2168-237a-465f-8f7e-f7e644a48a8c,2024-05-04,2024-05-07,Delayed
190,db764445-eef6-48d7-b936-9052bdba7183,2024-01-30,2024-02-01,Failed
191,8aa572f0-88c7-4c51-bd9d-9e1780e9147f,2024-02-19,2024-02-21,Delivered
192,89576a78-320f-4097-a0ed-eed7ffd554ee,2024-03-18,2024-03-18,Failed
193,ee6d9bdf-9ee3-4607-9cc2-9e4f8a3c8f2c,2024-07-16,2024-07-16,Failed
194,6a2af6cb-0827-493b-b6c7-9b877f959702,2023-09-15,2023-09-16,Failed
195,a3d23144-0303-4f71-b2c3-acb2272d6a1a,2024-01-08,2024-01-07,Delivered
196,4ac091a9-8a32-428e-83ba-82cf271b5033,2024-01-29,2024-02-01,Failed
197,220704cd-6155-4e5b-b0b4-a8d10f17d5bb,2024-01-10,2024-01-12,Failed
198,84698f5d-2181-4862-a062-639ea4b233e2,2023-09-10,2023-09-09,Delayed
199,aac9dc73-7df3-48c6-b22b-42166f19246c,2024-02-23,2024-02-22,Delivered
200,b97eaafd-9f02-49c5-88f3-a9d23b5b7c95,2024-05-03,2024-05-06,"In Transit"
201,3445d2aa-e690-4583-8c50-687c0b980823,2024-07-09,2024-07-11,Delivered
202,16392682-6fd5-408a-bc4e-d6f7087c55e1,2024-02-25,2024-02-28,"In Transit"
203,c6c4252b-df04-48cb-889a-72e353b77015,2023-11-26,2023-11-29,"In Transit"
204,f674ae8a-c101-4b4a-a7e3-690e7c01a7b3,2024-03-03,2024-03-03,Delayed
205,75eff254-7205-4b6f-8344-754a2359afbb,2024-05-04,2024-05-06,Delivered
206,67ae1522-71be-4226-9d0b-7a4fb5fa5454,2023-11-25,2023-11-24,Delayed
207,64ee7d93-92ba-4e20-b62d-342a8c5f8ba4,2024-02-25,2024-02-25,"In Transit"
208,70546cb1-3f07-4b02-a5c3-faf5e24372b5,2024-02-06,2024-02-07,"In Transit"
209,2d483c76-02cf-45b1-8ebc-7b99bd0e3328,2024-03-02,2024-03-05,"In Transit"
210,f933e3b8-8565-49d0-be31-59312aa1249c,2024-08-15,2024-08-18,Delayed
211,e22d14d0-2fb0-4923-8c16-5a5a7f2bb812,2024-01-19,2024-01-22,Delivered
212,6c434aa1-7466-4939-b0ec-9bf1c2dde627,2023-09-20,2023-09-20,"In Transit"
213,0a2e8d8a-714a-4166-a960-c1b8ddbddde9,2024-03-14,2024-03-16,Failed
214,cd2d4a8d-62b2-46b4-b8c6-46c20659de1f,2024-04-08,2024-04-09,"In Transit"
215,309d4ff8-1e4b-464b-8f4d-e5dbab073a34,2023-09-16,2023-09-17,Failed
216,0dab0750-8e17-4b07-ad47-4085af82c958,2023-12-10,2023-12-09,Failed
217,b183ec1e-dda2-47cf-a248-a127089bacd4,2023-11-05,2023-11-04,Delayed
218,6e93eba1-b015-4400-b35f-4c83b2b80e16,2024-03-27,2024-03-28,Failed
219,ae7ec0f7-1822-43d3-8c58-29963b81b274,2023-11-28,2023-11-27,"In Transit"
220,fa3e24c8-5fca-493b-b0d1-16cb4ad24744,2024-06-07,2024-06-10,Delayed
221,00ed29e2-8ab8-4114-9e00-b5b969f3583c,2023-09-13,2023-09-15,Failed
222,e7f62662-387a-49a4-9bd3-fe92d48342c1,2024-01-18,2024-01-17,Delivered
223,b12f5a15-c564-480a-a395-2adbf01eb2e4,2024-08-13,2024-08-16,Delayed
224,5bdf3674-5a2e-42f0-915c-87c7e3eee2c3,2024-02-17,2024-02-16,Failed
225,72d69631-4c64-4e6e-8b37-050827eab9e5,2024-04-18,2024-04-17,"In Transit"
226,9505e2f9-136e-46cb-a334-97906cc7ee1d,2024-02-18,2024-02-21,Failed
227,b7c72c83-f086-47ed-a43e-69223add8d9b,2024-03-15,2024-03-18,Delivered
228,57d9ece7-2baa-449d-beb7-4675cb042f65,2024-06-28,2024-06-28,Failed
229,100b718c-41a0-40b1-a9b7-bfec0b95b360,2024-03-30,2024-03-30,Failed
230,07bcc05a-3c51-4807-b4ba-761fb1f467c9,2023-10-13,2023-10-13,Failed
231,6d18cad9-bead-4785-9a4b-d9a381967b04,2023-11-05,2023-11-05,"In Transit"
232,220704cd-6155-4e5b-b0b4-a8d10f17d5bb,2024-01-08,2024-01-09,Delivered
233,9f33f3f3-0a56-4d0c-ba1c-b987663830ef,2024-06-22,2024-06-24,Delivered
234,8f4ed78e-c505-4d60-b2d1-597a06ccdaf6,2024-07-14,2024-07-13,"In Transit"
235,d9ec130e-38f9-4c10-b636-c6a5a73a953f,2024-03-26,2024-03-28,"In Transit"
236,824b67ee-37bb-493e-bd49-a134372c4393,2024-04-18,2024-04-20,Delayed
237,2629cd4a-6dbc-4c78-b66f-05009b7e30d1,2024-06-16,2024-06-19,"In Transit"
238,695aa909-7381-4143-b870-9f2fd70a74af,2024-07-08,2024-07-07,Delayed
239,b33dd72b-551a-4cf9-87c8-6fd66ca7ac34,2024-06-03,2024-06-05,"In Transit"
240,b443cf37-82ab-4de6-a3ea-e863eb4e693c,2024-04-08,2024-04-10,Delivered
241,2eb3fb7a-0e70-41d4-9864-5ac5f966c07e,2024-01-21,2024-01-21,Delivered
242,b73c16dd-3f36-4cce-985e-ce5facdcf87c,2024-08-17,2024-08-18,Delivered
243,5e0bd419-7621-4dd6-9561-8557a05024b9,2024-05-21,2024-05-23,Delayed
244,53092538-6aad-48d4-af82-c3c7e9815434,2024-02-03,2024-02-02,Delivered
245,21313af0-a9cf-4f84-b22f-53f83ad088b9,2024-08-03,2024-08-04,"In Transit"
246,c4c8eca2-733d-4e74-bc1b-4e7e20b08a8a,2024-04-11,2024-04-11,Failed
247,c31bf4bd-2383-4190-be15-b53652dd49fc,2024-01-17,2024-01-18,Delivered
248,22a33124-1c10-4e78-bf65-f00107b54c8e,2024-04-22,2024-04-24,Failed
249,6a28345e-593b-44cb-b0f8-32af1d5b0763,2023-10-06,2023-10-07,"In Transit"
250,5466fd5b-dab8-4f3b-84b2-764bb8119183,2023-10-21,2023-10-20,Delivered
251,3dd4dbc1-c4fa-45d2-8c1e-d0fb1171552b,2023-12-21,2023-12-23,"In Transit"
252,70ff5e90-ce7f-48aa-aa0d-3ddb58b91434,2024-01-05,2024-01-04,Delivered
253,2bbf6a37-7ca2-4f90-b7fd-19fc92988732,2023-11-14,2023-11-17,"In Transit"
254,6799bbb6-24c9-41d2-917b-177cc24b27f8,2024-05-10,2024-05-10,"In Transit"
255,11db74ac-c6a9-493c-b01f-eb93d98b7601,2024-08-31,2024-09-02,Failed
256,aa296d91-1573-499d-9525-0a494f22fc80,2024-04-14,2024-04-14,Failed
257,b3ac2637-1a47-47b6-87f9-cb660827df97,2024-07-04,2024-07-05,Failed
258,ee63b8c0-eef6-45a5-88cd-c848bc1e82e2,2023-09-06,2023-09-07,Delayed
259,f3d3d244-3ebc-41e8-b9ef-96e684ea9552,2024-02-10,2024-02-09,Delivered
260,22e401a2-52e9-4ace-961e-4fd935125cf2,2024-01-12,2024-01-14,Delayed
261,5394689d-b0c0-461e-bbe1-e25829b4c519,2024-02-26,2024-02-26,Delayed
262,c728d92d-5da8-429d-a505-ce41dedd3344,2024-04-20,2024-04-22,Delivered
263,1e3c9cb5-cac1-4ba1-88a2-0472eeedf07f,2023-12-28,2023-12-29,Delayed
264,7a013cad-9671-4793-be28-0ada2fcaca51,2024-08-29,2024-08-31,Delivered
265,37494e93-b37f-49c5-813b-261fdb00326a,2023-11-21,2023-11-24,Delivered
266,441d2833-f5a7-4c6c-8f09-d143c017244d,2023-10-21,2023-10-21,Delivered
267,db4f5b96-4d08-44cd-9a5a-35beb5203e67,2023-10-18,2023-10-17,"In Transit"
268,1fba26c7-0c75-42aa-a9aa-9fd65ea6183d,2024-03-05,2024-03-06,Delayed
269,c5a46f8f-be1b-4fa3-a718-fdf2924e8a77,2024-01-12,2024-01-14,Delayed
270,e02f00d5-3573-4255-b2c2-00c396202f5f,2024-02-21,2024-02-23,Failed
271,f73cf85f-0d7d-413b-8236-cc22fb7530c7,2023-12-01,2023-12-01,"In Transit"
272,5e1dc6e3-b1a9-4ab9-8d1c-123dfacfc445,2023-09-27,2023-09-27,Failed
273,579b6d3f-769f-4bac-a50a-d441ac51f16c,2024-07-25,2024-07-28,Delayed
274,a8f8df9a-967f-4dc5-9a83-42597fec99c0,2023-12-19,2023-12-18,"In Transit"
275,e68ef790-2001-45de-b3e2-0869fa472e83,2024-01-19,2024-01-21,Delivered
276,3a1cb922-9d2d-4662-abd4-f8b04a9b886d,2024-02-01,2024-02-01,Failed
277,97d51d4d-ccdf-404e-ae58-99649a096552,2024-05-11,2024-05-10,"In Transit"
278,b0e6bac7-03ff-463d-9b54-2565a21dd28c,2023-10-08,2023-10-09,Delivered
279,6547e414-bb04-4d8b-b777-85eb25e4b988,2024-04-07,2024-04-08,Failed
280,8ffc0e10-ad13-4874-bcda-73dec497b2b8,2023-09-08,2023-09-09,"In Transit"
281,36b5f88f-710f-4931-a76a-4d1a945e36df,2024-03-07,2024-03-06,"In Transit"
282,3671ef10-dce6-4cf0-ac9b-54a8f20a0847,2023-12-30,2023-12-31,Delayed
283,e3ec57ce-05a1-4ac7-8f21-3124e59674ce,2024-03-10,2024-03-09,Delivered
284,1ee3ac32-09c4-4302-9001-569027f318cf,2024-07-23,2024-07-23,Delivered
285,97c62dfb-6a68-4fa6-9a75-e682dc1035a7,2023-10-23,2023-10-22,"In Transit"
286,d5827c01-cbc2-47e8-9c36-38899c37e691,2024-01-23,2024-01-25,Delivered
