order_id,product_id,sales,quantity,discount,profit
a7d51a94-1aa2-4267-a59f-0d22c59da309,321,633.90,8,0.12,169.52
a7d51a94-1aa2-4267-a59f-0d22c59da309,439,678.02,9,0.23,125.53
e12f72b7-3e79-406b-aa79-0b14ff7049ab,8,775.13,2,0.13,88.97
f614a393-dc69-480d-ad85-0c66554df49a,230,982.79,3,0.34,65.48
f614a393-dc69-480d-ad85-0c66554df49a,223,231.88,5,0.38,43.02
f614a393-dc69-480d-ad85-0c66554df49a,193,321.19,1,0.14,124.50
f614a393-dc69-480d-ad85-0c66554df49a,291,713.02,5,0.47,53.73
58190639-12e4-4a9c-aea9-6ee6912f86e8,48,798.73,10,0.25,260.88
27d6bed7-7d14-4e45-ab9d-c0ac90843075,88,720.15,8,0.01,329.59
27d6bed7-7d14-4e45-ab9d-c0ac90843075,433,195.97,3,0.11,20.73
cc18cf1d-dbef-428b-b251-b92dde073ce3,397,1053.19,5,0.29,212.51
cc18cf1d-dbef-428b-b251-b92dde073ce3,492,615.65,6,0.04,141.79
cc18cf1d-dbef-428b-b251-b92dde073ce3,196,220.69,8,0.13,37.93
a6e10287-0b7d-40d6-b689-f4776a9b3c96,145,634.45,2,0.26,121.93
a6e10287-0b7d-40d6-b689-f4776a9b3c96,249,959.61,10,0.09,229.42
a6e10287-0b7d-40d6-b689-f4776a9b3c96,417,947.73,7,0.19,196.14
a6e10287-0b7d-40d6-b689-f4776a9b3c96,34,226.55,1,0.17,48.40
c900ce6b-4bbe-4dad-8f8a-e3545638564a,467,789.57,6,0.05,361.39
c900ce6b-4bbe-4dad-8f8a-e3545638564a,127,667.19,3,0.23,115.99
c900ce6b-4bbe-4dad-8f8a-e3545638564a,12,114.43,7,0.48,23.50
2e84a4da-de10-4aca-b9bd-4af68099748b,478,539.36,3,0.25,103.13
2e84a4da-de10-4aca-b9bd-4af68099748b,352,359.86,1,0.24,75.29
2e84a4da-de10-4aca-b9bd-4af68099748b,137,1000.16,1,0.25,174.10
2e84a4da-de10-4aca-b9bd-4af68099748b,435,444.71,6,0.08,79.76
2e84a4da-de10-4aca-b9bd-4af68099748b,390,510.19,6,0.48,48.83
024b0d50-f547-46f7-8aa9-b11919be4c78,310,420.66,2,0.50,71.47
024b0d50-f547-46f7-8aa9-b11919be4c78,386,640.06,9,0.33,63.80
e865d527-4b78-4293-9d6c-0beb13b40d7f,187,741.91,2,0.06,156.02
e865d527-4b78-4293-9d6c-0beb13b40d7f,490,177.52,4,0.01,18.22
34ffc909-e5a4-4e5a-aaf4-71480dabc205,496,220.29,8,0.05,75.37
b2a4eb93-5e9e-4e4e-82ac-e5337b6dcbdc,10,1111.72,2,0.04,327.35
cb4a34ef-6488-4a3e-bb06-d63520d25de4,58,612.26,4,0.50,136.39
cb4a34ef-6488-4a3e-bb06-d63520d25de4,385,367.32,7,0.45,99.73
e90d3b7f-3b86-43cd-a0dc-3c81f5285cce,311,1132.77,4,0.07,328.17
e90d3b7f-3b86-43cd-a0dc-3c81f5285cce,495,1315.11,2,0.28,183.25
e90d3b7f-3b86-43cd-a0dc-3c81f5285cce,354,175.76,4,0.18,42.71
28743b69-9b65-4568-83a1-dcc6af44a0be,489,482.98,3,0.30,71.76
28743b69-9b65-4568-83a1-dcc6af44a0be,458,496.08,4,0.03,103.56
28743b69-9b65-4568-83a1-dcc6af44a0be,327,917.31,5,0.49,99.88
28743b69-9b65-4568-83a1-dcc6af44a0be,312,959.54,5,0.36,295.12
db3e8db7-38ce-479c-a2c5-0ef32c230bf8,48,343.29,6,0.15,63.67
db3e8db7-38ce-479c-a2c5-0ef32c230bf8,55,619.52,10,0.06,184.58
db3e8db7-38ce-479c-a2c5-0ef32c230bf8,437,723.23,4,0.43,76.10
dfd9d6d3-3200-4bcb-b7db-19e2825deba6,351,301.05,3,0.48,71.64
dfd9d6d3-3200-4bcb-b7db-19e2825deba6,12,895.10,6,0.36,273.47
dfd9d6d3-3200-4bcb-b7db-19e2825deba6,295,360.56,9,0.31,67.25
dfd9d6d3-3200-4bcb-b7db-19e2825deba6,20,338.99,5,0.34,55.71
dfd9d6d3-3200-4bcb-b7db-19e2825deba6,140,821.48,9,0.06,177.74
14bec618-31dd-43f9-a3ae-e1943e624630,33,813.89,6,0.30,174.59
62d50808-8727-4f04-8bc5-2338b12c7b2e,317,1049.84,7,0.03,261.73
62d50808-8727-4f04-8bc5-2338b12c7b2e,335,561.75,6,0.49,135.37
62d50808-8727-4f04-8bc5-2338b12c7b2e,320,638.42,10,0.14,273.59
62d50808-8727-4f04-8bc5-2338b12c7b2e,373,221.82,9,0.37,23.79
e5a88f50-fe57-43d5-bfce-54c1aac9ce9f,355,929.85,10,0.37,243.44
e5a88f50-fe57-43d5-bfce-54c1aac9ce9f,411,1042.44,8,0.33,85.46
7cb66f04-9085-43a1-9ee7-d9e5014bcd64,416,1102.95,4,0.40,140.30
7cb66f04-9085-43a1-9ee7-d9e5014bcd64,227,856.64,1,0.43,217.31
7cb66f04-9085-43a1-9ee7-d9e5014bcd64,456,190.54,6,0.25,42.66
c673005d-a529-44eb-94c4-cbe07a364f1d,189,80.85,9,0.22,8.81
c673005d-a529-44eb-94c4-cbe07a364f1d,331,31.54,6,0.41,2.57
c673005d-a529-44eb-94c4-cbe07a364f1d,404,285.22,7,0.01,58.64
c673005d-a529-44eb-94c4-cbe07a364f1d,165,600.00,4,0.01,200.53
8f3d6678-6d40-4404-8e18-af25612a2f90,238,498.89,1,0.09,213.89
8f3d6678-6d40-4404-8e18-af25612a2f90,306,659.50,4,0.16,172.14
5f3c5089-2872-46e5-a3b4-e3c419bfc0f7,305,624.18,9,0.14,265.78
5f3c5089-2872-46e5-a3b4-e3c419bfc0f7,96,830.01,8,0.06,333.53
5f3c5089-2872-46e5-a3b4-e3c419bfc0f7,278,912.57,1,0.48,198.40
5f3c5089-2872-46e5-a3b4-e3c419bfc0f7,127,56.31,8,0.23,17.10
5f3c5089-2872-46e5-a3b4-e3c419bfc0f7,303,1241.89,7,0.12,194.77
b23b5482-6022-4684-bfa1-961eac01155a,333,160.18,8,0.04,73.31
b23b5482-6022-4684-bfa1-961eac01155a,310,619.90,9,0.26,137.43
668fe8de-f058-42e4-b550-0e6071b9a612,500,780.89,8,0.02,268.55
b2c51abd-7989-4e5e-b2bb-f4dfa96f8bf6,199,1122.06,3,0.04,361.27
b2c51abd-7989-4e5e-b2bb-f4dfa96f8bf6,309,733.80,9,0.06,270.65
b2c51abd-7989-4e5e-b2bb-f4dfa96f8bf6,217,148.34,6,0.20,20.08
b2c51abd-7989-4e5e-b2bb-f4dfa96f8bf6,444,1446.86,5,0.40,331.28
b2c51abd-7989-4e5e-b2bb-f4dfa96f8bf6,18,650.81,1,0.46,153.05
b09a00f0-e73a-4970-8083-34e99284fe9e,23,1263.51,1,0.29,254.70
52e135c6-eedb-41dd-a48b-f02a8a7635a8,221,894.95,5,0.14,266.72
52e135c6-eedb-41dd-a48b-f02a8a7635a8,12,120.25,8,0.39,29.00
d699db09-80de-4323-b21b-3e112cd0ae8d,247,1008.78,7,0.00,238.65
d699db09-80de-4323-b21b-3e112cd0ae8d,2,126.25,3,0.16,11.70
d699db09-80de-4323-b21b-3e112cd0ae8d,437,170.76,6,0.03,61.66
d699db09-80de-4323-b21b-3e112cd0ae8d,249,755.03,7,0.36,55.63
d699db09-80de-4323-b21b-3e112cd0ae8d,166,380.90,5,0.13,164.09
77e0aba7-0d91-4f71-88d4-2eadb68a6f2b,464,258.55,6,0.44,43.00
77e0aba7-0d91-4f71-88d4-2eadb68a6f2b,475,927.04,2,0.32,259.69
77e0aba7-0d91-4f71-88d4-2eadb68a6f2b,72,351.29,9,0.49,62.88
77e0aba7-0d91-4f71-88d4-2eadb68a6f2b,334,548.72,3,0.22,174.29
5e0bd419-7621-4dd6-9561-8557a05024b9,305,279.95,6,0.17,34.53
5e0bd419-7621-4dd6-9561-8557a05024b9,271,51.23,10,0.27,18.30
5e0bd419-7621-4dd6-9561-8557a05024b9,263,541.88,2,0.19,82.57
5e0bd419-7621-4dd6-9561-8557a05024b9,283,560.92,6,0.18,160.96
1da2d742-a960-4794-b875-e0bbaf0e8c47,469,214.96,10,0.32,43.23
1da2d742-a960-4794-b875-e0bbaf0e8c47,56,801.45,9,0.30,221.22
1da2d742-a960-4794-b875-e0bbaf0e8c47,483,381.65,7,0.46,48.89
c8b81f1d-0591-4250-9027-80326fa7a1d8,108,30.23,2,0.26,5.54
c8b81f1d-0591-4250-9027-80326fa7a1d8,22,878.58,7,0.10,361.28
35a1e159-8ec3-4347-ba90-198f6dea0469,211,134.63,8,0.28,34.59
85db6fd8-99ae-4bb9-9842-7cfcd09d2526,99,355.09,3,0.36,112.85
85db6fd8-99ae-4bb9-9842-7cfcd09d2526,22,373.64,8,0.13,65.81
85db6fd8-99ae-4bb9-9842-7cfcd09d2526,216,705.52,10,0.06,119.72
85db6fd8-99ae-4bb9-9842-7cfcd09d2526,209,32.66,10,0.17,12.52
681776c2-2a46-468b-aa05-970408a1643b,478,775.16,3,0.15,110.09
681776c2-2a46-468b-aa05-970408a1643b,76,118.98,1,0.25,11.49
681776c2-2a46-468b-aa05-970408a1643b,240,87.33,6,0.42,16.02
681776c2-2a46-468b-aa05-970408a1643b,310,353.15,10,0.23,131.59
681776c2-2a46-468b-aa05-970408a1643b,215,170.71,5,0.28,56.17
577a9c47-8734-42d4-be28-bd3f79fc3657,184,1184.62,7,0.37,201.96
577a9c47-8734-42d4-be28-bd3f79fc3657,308,774.93,7,0.02,339.11
577a9c47-8734-42d4-be28-bd3f79fc3657,241,142.68,7,0.13,57.95
577a9c47-8734-42d4-be28-bd3f79fc3657,365,1103.88,6,0.05,219.19
577a9c47-8734-42d4-be28-bd3f79fc3657,67,33.15,6,0.06,5.51
6e9de881-31e8-418c-89c1-75590fd5ce4a,260,340.38,3,0.21,121.00
6e9de881-31e8-418c-89c1-75590fd5ce4a,351,1061.89,6,0.05,243.44
d8686233-502f-4c5e-a65f-ff4f30c55a22,385,60.20,10,0.42,5.80
2a9401b7-2756-4185-bb15-d4b08b7bbd5b,366,251.39,2,0.30,43.19
2a9401b7-2756-4185-bb15-d4b08b7bbd5b,29,564.48,3,0.13,114.67
9fe66c47-9619-48ee-9454-e17a69036efc,149,1454.21,5,0.08,197.26
9fe66c47-9619-48ee-9454-e17a69036efc,117,1296.11,7,0.49,74.87
9fe66c47-9619-48ee-9454-e17a69036efc,84,562.44,1,0.43,65.62
7fed6069-9c3a-45a2-9372-99771c6b5c76,361,40.72,8,0.12,15.58
7fed6069-9c3a-45a2-9372-99771c6b5c76,282,123.21,4,0.41,17.68
465dfab7-3b6f-405b-bdfb-b8121baebf96,69,344.36,5,0.26,32.61
465dfab7-3b6f-405b-bdfb-b8121baebf96,11,199.36,3,0.01,69.91
6d027018-2b9d-426e-99e6-581f96262344,338,637.72,4,0.01,312.44
6d027018-2b9d-426e-99e6-581f96262344,233,873.34,7,0.47,219.12
4d2fc1a8-3747-4a52-8bb0-2a3464c99b09,375,123.18,9,0.42,27.39
4d2fc1a8-3747-4a52-8bb0-2a3464c99b09,430,1241.85,6,0.02,596.48
7c127ba0-1c89-4358-b1fb-48e3fb80e22a,45,704.63,8,0.46,149.82
7c127ba0-1c89-4358-b1fb-48e3fb80e22a,397,602.90,10,0.13,94.93
7c127ba0-1c89-4358-b1fb-48e3fb80e22a,103,198.95,6,0.02,43.99
7c127ba0-1c89-4358-b1fb-48e3fb80e22a,44,417.81,9,0.39,94.35
7c127ba0-1c89-4358-b1fb-48e3fb80e22a,465,135.51,7,0.03,53.24
65585672-bd55-4da8-a420-4b2f4eb4112e,81,170.19,1,0.10,59.82
65585672-bd55-4da8-a420-4b2f4eb4112e,239,1067.92,1,0.26,97.58
5014a70c-3fe5-438f-82e7-d3748162357e,275,1081.50,6,0.26,172.72
5014a70c-3fe5-438f-82e7-d3748162357e,363,936.48,7,0.23,347.72
5014a70c-3fe5-438f-82e7-d3748162357e,355,1143.02,9,0.24,236.63
5014a70c-3fe5-438f-82e7-d3748162357e,57,333.96,7,0.16,31.40
5014a70c-3fe5-438f-82e7-d3748162357e,422,459.05,6,0.18,153.73
a7747492-58de-41c1-8447-1f780da2dd59,19,368.54,5,0.50,44.19
a7747492-58de-41c1-8447-1f780da2dd59,393,594.59,7,0.19,214.33
a7747492-58de-41c1-8447-1f780da2dd59,456,275.31,4,0.20,102.51
a7747492-58de-41c1-8447-1f780da2dd59,120,514.10,9,0.05,76.88
9e36a142-f7c2-450c-b157-8dea0b3f1bdc,409,792.05,6,0.10,344.81
9e36a142-f7c2-450c-b157-8dea0b3f1bdc,48,42.89,6,0.11,9.00
9e36a142-f7c2-450c-b157-8dea0b3f1bdc,367,862.95,5,0.17,197.15
9e36a142-f7c2-450c-b157-8dea0b3f1bdc,178,412.93,10,0.47,34.34
9e36a142-f7c2-450c-b157-8dea0b3f1bdc,36,833.98,5,0.25,300.73
d72b406d-6f07-4773-bc18-eacd28809942,312,287.11,1,0.43,20.57
d72b406d-6f07-4773-bc18-eacd28809942,176,538.01,4,0.05,199.71
d72b406d-6f07-4773-bc18-eacd28809942,277,435.50,3,0.49,34.57
d72b406d-6f07-4773-bc18-eacd28809942,135,695.05,2,0.22,188.58
dd6f21f0-0479-4860-b3f9-d0882b7cab77,7,966.26,2,0.48,124.64
dd6f21f0-0479-4860-b3f9-d0882b7cab77,5,343.89,2,0.27,100.10
dd6f21f0-0479-4860-b3f9-d0882b7cab77,5,698.39,2,0.32,47.85
dd6f21f0-0479-4860-b3f9-d0882b7cab77,214,1072.37,9,0.41,117.73
fda9b1a5-b90a-4b0f-990b-37568a7618ed,176,911.21,10,0.09,306.36
fda9b1a5-b90a-4b0f-990b-37568a7618ed,452,552.19,6,0.08,63.13
fda9b1a5-b90a-4b0f-990b-37568a7618ed,413,250.00,8,0.10,89.53
fda9b1a5-b90a-4b0f-990b-37568a7618ed,465,1253.13,4,0.09,554.31
cf290a2c-3443-4f29-b19a-214816451c0b,246,661.28,2,0.11,273.73
cf290a2c-3443-4f29-b19a-214816451c0b,104,907.59,6,0.40,241.99
363a37de-76b9-4303-8ec0-c5e383da7cc8,353,727.65,2,0.48,158.37
363a37de-76b9-4303-8ec0-c5e383da7cc8,228,631.01,6,0.12,219.47
363a37de-76b9-4303-8ec0-c5e383da7cc8,100,696.25,9,0.42,118.81
3243a1dc-f5ca-413a-8871-e8551c9e5071,229,1070.52,10,0.44,213.71
a486a401-bf17-4ea5-80ff-8ca1f1aed961,199,403.37,2,0.35,29.02
a486a401-bf17-4ea5-80ff-8ca1f1aed961,455,564.16,3,0.49,65.17
a486a401-bf17-4ea5-80ff-8ca1f1aed961,493,739.22,6,0.15,168.00
a486a401-bf17-4ea5-80ff-8ca1f1aed961,406,374.26,3,0.20,110.05
a486a401-bf17-4ea5-80ff-8ca1f1aed961,48,1247.02,5,0.21,123.19
466a1b95-112e-417a-b522-19f9aa53dfc3,481,161.26,2,0.43,25.86
466a1b95-112e-417a-b522-19f9aa53dfc3,411,847.03,3,0.11,319.36
466a1b95-112e-417a-b522-19f9aa53dfc3,473,808.78,3,0.36,55.30
466a1b95-112e-417a-b522-19f9aa53dfc3,283,123.89,4,0.49,14.78
466a1b95-112e-417a-b522-19f9aa53dfc3,479,915.44,5,0.27,120.66
1ab81d52-9b90-4def-a0aa-57a2ba0d3b9c,412,322.03,6,0.40,34.81
038a4a72-8b70-462d-9ec9-9adf0365bd2d,340,833.90,4,0.29,74.12
038a4a72-8b70-462d-9ec9-9adf0365bd2d,295,485.67,1,0.34,128.12
038a4a72-8b70-462d-9ec9-9adf0365bd2d,396,217.57,7,0.27,34.17
ffee5355-7186-4648-b4b4-2fe9ef82ef29,179,377.62,2,0.05,47.17
ffee5355-7186-4648-b4b4-2fe9ef82ef29,196,808.27,1,0.16,101.48
ffee5355-7186-4648-b4b4-2fe9ef82ef29,307,187.98,9,0.38,27.74
e4ac56f7-1399-4429-9142-4c9f7b02c7ad,380,924.48,8,0.05,193.80
15ca8dd4-9039-4b83-b2dd-3c1e88612ecb,221,223.03,7,0.28,56.27
78605886-7205-4e7e-9f6a-96f2e04ace23,376,1020.17,4,0.42,211.18
78605886-7205-4e7e-9f6a-96f2e04ace23,424,1046.25,6,0.38,111.12
78605886-7205-4e7e-9f6a-96f2e04ace23,203,667.91,6,0.27,132.23
78605886-7205-4e7e-9f6a-96f2e04ace23,44,756.15,8,0.43,174.40
78605886-7205-4e7e-9f6a-96f2e04ace23,160,600.54,9,0.25,146.36
4f029bfc-177c-4a95-b155-cdf5e8cb5a63,362,1045.11,8,0.04,470.05
4f029bfc-177c-4a95-b155-cdf5e8cb5a63,117,934.17,3,0.14,203.94
4f029bfc-177c-4a95-b155-cdf5e8cb5a63,378,341.19,5,0.16,132.07
4f029bfc-177c-4a95-b155-cdf5e8cb5a63,441,882.61,2,0.48,84.36
6a30f87b-216b-47a1-a21b-739657ce6c75,294,453.03,1,0.42,86.62
6a30f87b-216b-47a1-a21b-739657ce6c75,480,326.18,5,0.42,80.28
402f817d-a136-48a9-8ee4-505760e5c6f3,444,37.40,7,0.43,6.45
402f817d-a136-48a9-8ee4-505760e5c6f3,421,355.04,10,0.27,76.05
402f817d-a136-48a9-8ee4-505760e5c6f3,206,353.41,7,0.18,29.55
402f817d-a136-48a9-8ee4-505760e5c6f3,340,703.16,2,0.10,120.89
ee764a45-e625-4659-bb19-f1665aa679ee,164,912.41,3,0.20,341.48
8b3732f0-1a11-4eca-89c1-6fb8c71f0125,309,969.83,1,0.28,92.22
